ObjectName,objID,ra,dec,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,Redshift,RedshiftFlag
SDSSJ012140.33+331903.6,1237678892815483500,20.418072886473396,33.3176648787529,7781,301,2,68,GALAXY,24.690279999999998,22.51448,20.56374,19.67853,19.2977,0.46377799999999997,SPEC
2MASSJ01232054+3250255,1237678892278743516,20.835548374041398,32.8403532712534,7781,301,1,70,GALAXY,23.02825,20.40573,18.83435,18.19106,17.75398,0.25388299999999997,SPEC
SDSSJ012538.91+331044.3,1237678892815811329,21.4121525979048,33.1789937245767,7781,301,2,73,GALAXY,23.886789999999998,22.859270000000002,21.19742,20.13361,19.66181,0.566009,SPEC
SDSSJ012447.27+333627.8,1237666214078448104,21.1969692035696,33.607722377392996,4829,301,2,166,GALAXY,22.554000000000002,20.71025,18.98676,18.380370000000003,18.025920000000003,0.368153,SPEC
2MASSJ01241344+3250466,1237666214078120415,21.0558828207283,32.8466304413405,4829,301,2,161,GALAXY,25.04397,19.81317,18.19749,17.60715,17.22614,0.274566,SPEC
SDSSJ012137.57+331601.1,1237678892815418570,20.406565730457498,33.266992077795,7781,301,2,67,GALAXY,26.272070000000003,21.61045,19.61809,18.75059,18.237920000000003,0.457258,SPEC
2MASXJ01220092+3330343,1237678806920134678,20.503768166408697,33.5096853113521,7761,301,2,129,GALAXY,17.48323,15.482289999999999,14.67791,14.30771,14.07615,0.017292,
2MASSJ01230531+3340091,1237666214615319093,20.7721086546711,33.669193790863105,4829,301,3,166,GALAXY,22.02328,19.94547,18.38309,17.77028,17.36176,0.280525,SPEC
2MASSJ01252772+3327597,1237678806920462844,21.3656552536835,33.466494249533504,7761,301,2,134,GALAXY,23.34003,20.78586,18.83393,18.165229999999998,17.71923,0.367834,SPEC
SDSSJ012405.98+325006.3,1237666214078120409,21.024942106838502,32.8350842922915,4829,301,2,161,GALAXY,22.77734,20.114910000000002,18.67729,18.09662,17.67783,0.273953,SPEC
WHLJ012135.5+331602,1237678892815418529,20.397911765398604,33.2673537333769,7781,301,2,67,GALAXY,23.4738,21.1579,19.35683,18.61255,18.15091,0.4573,SPEC
SDSSJ012421.32+325044.7,1237666214078120027,21.0888634781359,32.8457633548093,4829,301,2,161,GALAXY,24.316760000000002,21.28295,19.675910000000002,19.035020000000003,18.74285,0.274291,SPEC
SDSSJ012258.97+325035.3,1237678892278743639,20.745717069518896,32.843156284744,7781,301,1,70,GALAXY,23.1634,22.185489999999998,20.2827,19.43334,19.0601,0.450711,SPEC
SDSSJ012427.62+325104.5,1237666214078120822,21.115085127620603,32.8512735018874,4829,301,2,161,GALAXY,23.48156,21.6601,20.110570000000003,19.47781,19.015,0.26974899999999996,SPEC
2MASSJ01245967+3255046,1237678806383526250,21.248469868837198,32.9179377654305,7761,301,1,133,GALAXY,21.28902,19.735689999999998,18.13897,17.5201,17.10235,0.272219,SPEC
SDSSJ012338.83+334143.8,1237678893352485629,20.9118239569783,33.695500699720995,7781,301,3,70,GALAXY,24.72566,21.9542,20.271079999999998,19.178160000000002,18.57005,0.518757,SPEC
SDSSJ012203.56+333231.1,1237678806920135249,20.5148483264431,33.5419799475701,7761,301,2,129,GALAXY,23.9843,21.61,19.659010000000002,18.85145,18.60231,0.44305,SPEC
SDSSJ012219.56+325450.8,1237666214614991602,20.5815082449394,32.9141339388336,4829,301,3,161,GALAXY,22.44835,21.74537,20.48366,19.65744,19.22508,0.5529109999999999,SPEC
2MASXJ01243617+3251204,1237666214078120234,21.1505738035825,32.8557991805621,4829,301,2,161,GALAXY,18.18394,17.24307,16.81855,16.409229999999997,16.30453,0.109,
NGC0483,1237678806920134672,20.4846336399425,33.5210177554212,7761,301,2,129,GALAXY,15.808320000000002,13.816679999999998,12.9235,12.47022,12.16882,0.015563999999999998,
SDSSJ012410.05+324913.9,1237666214078120638,21.041887004485304,32.8205538594405,4829,301,2,161,GALAXY,23.70988,21.63588,20.048779999999997,19.45573,19.07178,0.280794,SPEC
SDSSJ012357.33+334204.5,1237678893352485885,20.9889043135326,33.7012589584248,7781,301,3,70,GALAXY,22.345470000000002,21.149520000000003,19.233810000000002,18.43364,17.93323,0.442313,SPEC
SDSSJ012151.45+333007.5,1237678806920135167,20.464387150907303,33.5020914249351,7761,301,2,129,GALAXY,25.77165,20.845589999999998,18.96245,18.37418,17.99014,0.340229,SPEC
SDSSJ012549.43+331612.9,1237678806920463135,21.455985028343,33.2702754258627,7761,301,2,134,GALAXY,22.72085,20.934739999999998,19.18758,18.54421,18.32477,0.339462,SPEC
SDSSJ012421.18+324940.4,1237666214078120004,21.0882446885135,32.8279094749657,4829,301,2,161,GALAXY,24.46388,21.16815,19.5389,18.95566,18.511570000000003,0.27120700000000003,SPEC
SDSSJ012532.67+332857.6,1237678893352682092,21.386130554674804,33.482691630368,7781,301,3,73,GALAXY,22.322329999999997,21.11778,19.37819,18.65326,18.22355,0.349608,SPEC
SDSSJ012414.56+334142.6,1237678893352550950,21.0606873679324,33.6951930950803,7781,301,3,71,GALAXY,21.15558,20.23106,19.25538,18.9358,18.457520000000002,0.352575,SPEC
2MASXJ01254263+3305165,1237678892815810897,21.4277858768573,33.0878030608327,7781,301,2,73,GALAXY,17.838420000000003,16.072770000000002,15.271460000000001,14.882539999999999,14.556679999999998,0.014347,
SDSSJ012141.46+332750.9,1237678806920069887,20.4227769792883,33.4641638577887,7761,301,2,128,GALAXY,22.7895,20.86485,19.046979999999998,18.3777,17.92835,0.429858,SPEC
SDSSJ012536.12+332847.7,1237678893352682137,21.4005177562818,33.4799420036318,7781,301,3,73,GALAXY,26.651390000000003,22.08784,20.386870000000002,19.23509,18.690820000000002,0.539876,SPEC
SDSSJ012337.63+334308.7,1237678893352485599,20.9068255668383,33.7190995634416,7781,301,3,70,GALAXY,22.69906,21.875529999999998,20.51699,19.589679999999998,18.9741,0.553443,SPEC
SDSSJ012549.38+332147.2,1237678806920463096,21.4557580930579,33.3631195285009,7761,301,2,134,GALAXY,23.48359,20.89033,19.20165,18.5318,18.08748,0.400967,SPEC
SDSSJ012436.87+325013.9,1237666214078120786,21.1536318861665,32.837199271950496,4829,301,2,161,GALAXY,24.68345,21.3182,19.77958,19.21484,18.86403,0.275455,SPEC
SDSSJ012320.01+324742.9,1237678892278743153,20.8334203613954,32.7952417996386,7781,301,1,70,GALAXY,23.33925,21.64027,20.77998,20.03462,21.06318,0.668388,SPEC
IC1679,1237678806920069384,20.435465732608602,33.4937263478069,7761,301,2,128,GALAXY,16.96743,15.1395,14.275379999999998,13.848120000000002,13.536829999999998,0.017712000000000002,
WHLJ012425.7+324858,1237666214078120397,21.107158286978898,32.816126454009,4829,301,2,161,GALAXY,21.85405,18.73558,17.10012,16.513560000000002,16.16536,0.2664,
2MASXJ01242569+3248575,1237666214078120397,21.107158286978898,32.816126454009,4829,301,2,161,GALAXY,21.85405,18.73558,17.10012,16.513560000000002,16.16536,0.27522399999999997,SPEC
SDSSJ012125.60+331704.0,1237678892815418381,20.3567017006808,33.284464832915894,7781,301,2,67,GALAXY,24.906760000000002,22.381829999999997,20.88036,19.903679999999998,19.434820000000002,0.457897,SPEC
SDSSJ012151.53+325827.7,1237666214614991759,20.464714949619502,32.9743712550708,4829,301,3,161,GALAXY,25.60289,22.373070000000002,20.60194,19.506420000000002,18.91421,0.620055,SPEC
2MASSJ01225886+3248194,1237678892278743648,20.7454056853524,32.8055357554155,7781,301,1,70,GALAXY,21.2968,19.71097,18.185229999999997,17.56639,17.18684,0.254262,SPEC
SDSSJ012537.93+332927.9,1237678893352682153,21.4080744089028,33.4911021249317,7781,301,3,73,GALAXY,23.18132,21.66518,20.32224,19.511210000000002,18.83434,0.288976,SPEC
SDSSJ012131.78+332455.4,1237678806920069832,20.3824576548902,33.4153985718184,7761,301,2,128,GALAXY,22.18009,21.06643,19.153589999999998,18.36885,18.01087,0.439953,SPEC
SDSSJ012217.42+325236.9,1237666214614991480,20.5725771289203,32.876914964038704,4829,301,3,161,GALAXY,26.58281,22.233929999999997,20.45543,19.51803,18.972260000000002,0.49618900000000005,SPEC
SDSSJ012530.36+333234.5,1237678893352681957,21.3765255107882,33.5429315712825,7781,301,3,73,GALAXY,25.32017,22.96624,20.55169,19.55668,19.10876,0.49808100000000005,SPEC
SDSSJ012251.18+334219.7,1237666214615319699,20.713272923018803,33.7054796427699,4829,301,3,166,GALAXY,23.30305,22.01708,20.34805,19.5213,19.07939,0.428385,SPEC
SDSSJ012413.06+324721.4,1237666214078054601,21.0544181872862,32.789290985535395,4829,301,2,160,GALAXY,23.627270000000003,20.21848,18.88436,18.334220000000002,17.987389999999998,0.278573,SPEC
2MASSJ01243136+3248233,1237666214078054980,21.1309365585759,32.8065118600498,4829,301,2,160,GALAXY,24.762620000000002,20.04382,18.505670000000002,17.92332,17.497970000000002,0.273793,SPEC
SDSSJ012558.77+331401.8,1237678892815877128,21.494907782690703,33.2338749051288,7781,301,2,74,GALAXY,22.37114,22.477929999999997,20.5639,19.11969,18.52669,0.648972,SPEC
SDSSJ012129.62+332535.1,1237678806920069806,20.3734316807178,33.4264175971592,7761,301,2,128,GALAXY,22.78069,21.09541,19.34771,18.61681,17.99385,0.44216300000000003,SPEC
2MASSJ01242790+3342437,1237666214078448165,21.116305534490103,33.7121759334663,4829,301,2,166,GALAXY,22.34218,20.36702,18.6196,18.00671,17.58405,0.30491399999999996,SPEC
SDSSJ012443.09+324921.4,1237678892278875033,21.179558305306898,32.8226159343833,7781,301,1,72,GALAXY,24.05,21.79019,20.37508,19.752779999999998,19.32613,0.275798,SPEC
2MASSJ01242139+3247186,1237666214078054967,21.0891326737937,32.788509107898,4829,301,2,160,GALAXY,21.82749,20.026239999999998,18.46226,17.88109,17.44904,0.273351,SPEC
2MASSJ01243631+3248235,1237666214078120391,21.151405074710397,32.8065685708006,4829,301,2,161,GALAXY,21.21528,19.5429,18.17628,17.56008,17.14639,0.28016599999999997,SPEC
SDSSJ012229.38+334055.2,1237666214615319548,20.622448601113998,33.6820096040186,4829,301,3,166,GALAXY,25.04745,22.10965,20.1622,19.2871,18.79218,0.443904,SPEC
WHLJ012229.4+334055,1237666214615319548,20.622448601113998,33.6820096040186,4829,301,3,166,GALAXY,25.04745,22.10965,20.1622,19.2871,18.79218,0.4439,SPEC
2MASXJ01255989+3319164,1237678806920462644,21.4994768714686,33.321227569941804,7761,301,2,134,GALAXY,20.28465,18.03453,16.9138,16.421960000000002,16.0671,0.12448699999999999,SPEC
SDSSJ012149.59+325653.2,1237666214614991675,20.4566163466976,32.9481134839933,4829,301,3,161,GALAXY,22.96925,22.17044,21.02753,20.03239,19.53073,0.611172,SPEC
2MASXJ01244522+3341425,1237666214078448025,21.188435673813697,33.6950872609025,4829,301,2,166,GALAXY,20.0703,18.12681,16.94666,16.45694,16.070220000000003,0.15320899999999998,SPEC
SDSSJ012448.19+324917.2,1237678892278875079,21.200820669428698,32.821448506488,7781,301,1,72,GALAXY,22.4647,21.269170000000003,19.71275,19.20701,18.83176,0.273307,SPEC
SDSSJ012519.77+325407.1,1237678806383592164,21.332389730821102,32.9019986314455,7761,301,1,134,GALAXY,22.56236,21.774379999999997,20.06728,18.96112,18.67703,0.568493,SPEC
SDSSJ012602.64+331706.5,1237666213541446404,21.511003028089398,33.2851361472477,4829,301,1,164,GALAXY,24.40022,22.11006,20.452720000000003,19.47993,18.89765,0.543812,SPEC
SDSSJ012517.07+333724.2,1237678893352616961,21.321151526879802,33.623408176270004,7781,301,3,72,GALAXY,22.84945,21.23752,20.19978,19.291120000000003,18.715139999999998,-0.000215,SPEC
CGCG502-074,1237666214078054537,21.045427793784896,32.7661865656011,4829,301,2,160,GALAXY,16.7977,15.5334,14.993,14.73206,14.492429999999999,0.020094,
2MASXJ01211822+3309310,1237678806383198451,20.3258549061143,33.1586668444904,7761,301,1,128,GALAXY,18.10275,16.42097,15.66346,15.29284,15.011120000000002,0.013628999999999999,
2MASSJ01244009+3247558,1237666214078054977,21.1670804676353,32.7987606871637,4829,301,2,160,GALAXY,22.9105,20.50646,19.126170000000002,18.56765,18.230729999999998,0.27868699999999996,SPEC
SDSSJ012507.81+333929.5,1237666214078448676,21.2825613723569,33.658200160082394,4829,301,2,166,GALAXY,23.04241,22.50389,21.294929999999997,19.97449,19.6372,0.743324,SPEC
2MASXJ01255535+3326144,1237678806920462613,21.4807519791277,33.4372902488792,7761,301,2,134,GALAXY,18.299789999999998,16.46347,15.52752,15.078439999999999,14.711829999999999,0.048904,
2MASSJ01234338+3345589,1237678807457136677,20.9305974904374,33.7665620587301,7761,301,3,131,GALAXY,26.02543,19.68364,18.13944,17.60228,17.26649,0.278019,SPEC
WHLJ012114.3+331907,1237678892815418206,20.309479706293896,33.3185309781057,7781,301,2,67,GALAXY,22.999670000000002,21.26171,19.40772,18.67889,18.16759,0.4522,SPEC
SDSSJ012434.86+324643.5,1237666214078055434,21.145259736824396,32.7787676130799,4829,301,2,160,GALAXY,23.13544,21.15651,19.73466,19.14415,18.75906,0.28151,SPEC
2MASSJ01243211+3344272,1237666214078513701,21.133868959527604,33.7406412475695,4829,301,2,167,GALAXY,22.51904,20.54472,18.8332,18.22503,17.800629999999998,0.306201,SPEC
SDSSJ012445.32+324726.8,1237678892278875063,21.1888694687518,32.7907931164936,7781,301,1,72,GALAXY,23.99689,21.268710000000002,19.565089999999998,18.9472,18.66713,0.27863499999999997,SPEC
SDSSJ012606.08+332227.1,1237666213541511393,21.5253395439673,33.3741924015598,4829,301,1,165,GALAXY,24.1913,21.69288,20.60827,19.658620000000003,19.44736,0.6480100000000001,SPEC
SDSSJ012140.51+325622.9,1237678892278612599,20.418796189418302,32.9397144834152,7781,301,1,68,GALAXY,22.216160000000002,21.61551,20.50374,19.624779999999998,19.16747,0.6068020000000001,SPEC
CGCG502-044,1237678806383198467,20.322758909577,33.090394309854105,7761,301,1,128,GALAXY,16.84592,14.92896,14.09317,13.67556,13.351729999999998,0.017149,
2MASSJ01211670+3325228,1237678806920069453,20.3196669826438,33.4230307693829,7761,301,2,128,GALAXY,20.95601,19.03006,17.65137,17.10334,16.68386,0.240234,SPEC
SDSSJ012331.03+334700.4,1237678807457071961,20.8793216073984,33.783475144386,7761,301,3,130,GALAXY,22.63421,21.214979999999997,19.962329999999998,19.15997,18.71421,0.42918199999999995,SPEC
SDSSJ012428.14+324512.2,1237666214078055364,21.117287578313103,32.7534050325413,4829,301,2,160,GALAXY,23.22427,21.69744,20.021160000000002,19.357689999999998,18.97567,0.31119,SPEC
SDSSJ012148.33+333712.9,1237678893352289224,20.451374610160197,33.6202781199045,7781,301,3,67,GALAXY,26.541929999999997,20.56588,18.91159,18.23245,17.86958,0.347068,SPEC
SDSSJ012150.85+333748.7,1237678893352289258,20.4618778215219,33.6302242385346,7781,301,3,67,GALAXY,22.52785,21.662110000000002,20.06175,19.1384,18.62825,0.46106199999999997,SPEC
IC1677NED01,1237678892815417608,20.279084962143,33.2161163507763,7781,301,2,67,GALAXY,17.175179999999997,15.38526,15.04715,14.86527,15.00089,0.018068999999999998,
SDSSJ012313.91+334701.3,1237666214615384327,20.807975606459202,33.7837040919107,4829,301,3,167,GALAXY,24.89386,23.48532,21.42119,20.18441,19.71261,0.639205,SPEC
KUG0121+335,1237666214078513572,21.1036183396073,33.768320481409894,4829,301,2,167,GALAXY,17.09675,15.95769,15.43718,15.195929999999999,15.003260000000001,0.019513,
SDSSJ012106.90+332008.6,1237678892815418114,20.2787840758401,33.3357421647652,7781,301,2,67,GALAXY,22.74575,21.646729999999998,19.962989999999998,19.14753,18.714129999999997,0.452192,SPEC
2MASXJ01243602+3345344,1237666214078513307,21.1499831451906,33.759670911349,4829,301,2,167,GALAXY,18.83561,17.37764,16.624010000000002,16.203960000000002,15.86329,0.020250999999999998,
SDSSJ012555.80+333104.1,1237678893352682343,21.482518654168896,33.5178093106182,7781,301,3,73,GALAXY,24.15739,21.37694,19.48111,18.77621,18.371229999999997,0.39936900000000003,SPEC
2MASSJ01231803+3242467,1237678892278743164,20.8252348687503,32.713075970255495,7781,301,1,70,GALAXY,21.60444,19.580370000000002,17.98366,17.39379,17.02361,0.276598,SPEC
SDSSJ012612.57+330725.3,1237666213541381183,21.5523826552377,33.1236956575631,4829,301,1,163,GALAXY,24.86811,23.042170000000002,21.13831,19.8079,19.094829999999998,-0.000307,SPEC
SDSSJ012334.00+324220.6,1237678892278809507,20.8917029503855,32.705736059016296,7781,301,1,71,GALAXY,23.187070000000002,23.20332,21.14743,20.03574,19.55668,0.650191,SPEC
CGCG502-043,1237678892815417383,20.2734586934189,33.378875869408105,7781,301,2,67,GALAXY,16.67875,14.826620000000002,13.99155,13.57151,13.242379999999999,0.017519,
NGC0553,1237666213541511238,21.5521798259841,33.4050698790124,4829,301,1,165,GALAXY,16.903660000000002,15.09061,14.26056,13.850710000000001,13.5585,0.017068,
2MASSJ01261478+3322415,1237666213541511556,21.5615649693223,33.3782738960072,4829,301,1,165,GALAXY,24.069229999999997,20.47718,18.623379999999997,17.97481,17.55855,0.35126799999999997,SPEC
SDSSJ012441.80+334556.0,1237666214078514011,21.174165501623303,33.7655794040481,4829,301,2,167,GALAXY,22.81511,21.03029,19.22433,18.58023,18.124879999999997,0.36799,SPEC
2MASSJ01223590+3345490,1237666214615319133,20.649612520122602,33.763750374836505,4829,301,3,166,GALAXY,22.93136,20.35546,18.715239999999998,18.12231,17.687829999999998,0.295013,SPEC
2MASXJ01255803+3258564,1237666213541314952,21.491921959214,32.9824373611355,4829,301,1,162,GALAXY,20.3037,18.1633,16.95627,16.47302,16.07701,0.158887,SPEC
CGCG502-047,1237678893352288510,20.3951502526419,33.6003663230315,7781,301,3,67,GALAXY,16.780820000000002,15.1752,14.33791,13.913689999999999,13.59278,0.014913999999999998,
SDSSJ012557.41+333227.5,1237678893352682346,21.489224483087202,33.5409992716363,7781,301,3,73,GALAXY,23.36638,22.16057,20.9271,20.06431,19.569979999999997,0.567366,SPEC
SDSSJ012100.24+331716.0,1237678892815418044,20.2510019603392,33.287794221584896,7781,301,2,67,GALAXY,23.394820000000003,22.13675,20.56842,19.77618,19.23074,0.439224,SPEC
SDSSJ012101.09+331941.1,1237678892815417368,20.254560625168,33.3281090204452,7781,301,2,67,GALAXY,24.42739,21.71958,19.651329999999998,18.95826,18.55254,0.343708,SPEC
SDSSJ012618.42+331011.1,1237666213541380943,21.5767880090526,33.1697742739255,4829,301,1,163,GALAXY,21.48735,21.36844,20.30659,19.229589999999998,18.79784,0.647098,SPEC
2MASSJ01225733+3347525,1237666214615384342,20.7387939198252,33.797907138237804,4829,301,3,167,GALAXY,22.03726,20.21089,18.61871,18.02982,17.61541,0.28226599999999996,SPEC
SDSSJ012555.66+333408.9,1237678893352682316,21.4819364650593,33.5691631348929,7781,301,3,73,GALAXY,22.84507,22.279120000000002,20.5976,19.754479999999997,19.180870000000002,0.367819,SPEC
NGC0513,1237666214078513368,21.1116930353227,33.799487843456696,4829,301,2,167,GALAXY,15.39611,13.94718,13.142339999999999,12.77263,12.45075,0.019544,
2MASXJ01241840+3241595,1237666214078054762,21.0766585143529,32.6998791771221,4829,301,2,160,GALAXY,20.729470000000003,18.431060000000002,17.17278,16.53339,16.0395,0.085257,SPEC
SDSSJ012240.34+334726.2,1237666214615384858,20.668084123307,33.7906283352272,4829,301,3,167,GALAXY,23.81155,22.3674,20.35867,19.44533,18.99382,0.513524,SPEC
NGC0528,1237678893352616138,21.389901712854304,33.6714274368273,7781,301,3,72,GALAXY,15.640320000000001,13.65421,12.71588,12.2257,11.86811,0.016034,
SDSSJ012054.23+331341.9,1237666215151993636,20.225990512163502,33.2283054476892,4829,301,4,163,GALAXY,22.21176,20.99541,19.164270000000002,18.38512,17.958579999999998,0.43826099999999996,SPEC
2MASSJ01230496+3349196,1237666214615384375,20.7707041957291,33.8220936708678,4829,301,3,167,GALAXY,19.76632,18.07048,16.9982,16.48265,16.100089999999998,0.147721,SPEC
SDSSJ012054.76+331928.9,1237666215151993967,20.228183769519,33.324708579215695,4829,301,4,163,GALAXY,24.77505,21.604,19.67297,18.858710000000002,18.34047,0.438532,SPEC
SDSSJ012454.12+334629.4,1237666214078514063,21.2255223921854,33.7748368204354,4829,301,2,167,GALAXY,23.03155,22.56905,21.138189999999998,19.92911,19.30079,0.65558,SPEC
SDSSJ012626.53+332005.2,1237666213541446522,21.610572835636,33.3347848245744,4829,301,1,164,GALAXY,23.66345,22.74961,21.05244,19.87784,19.0475,0.709687,SPEC
SDSSJ012116.37+325705.9,1237678892278547442,20.3182191000697,32.9516685243511,7781,301,1,67,GALAXY,26.574170000000002,22.54187,21.22547,19.95505,19.362379999999998,0.679653,SPEC
SDSSJ012553.23+333706.6,1237678893352682255,21.471821601156,33.6185157765345,7781,301,3,73,GALAXY,23.198729999999998,21.996370000000002,21.15008,20.29723,19.80108,0.6262449999999999,SPEC
2MASSJ01223562+3242230,1237666214614860044,20.6483607757485,32.706362138060896,4829,301,3,159,GALAXY,21.77948,19.250429999999998,17.83784,17.29808,16.91916,0.199435,SPEC
SDSSJ012210.45+334551.3,1237678893352354819,20.5435760487913,33.7642459307402,7781,301,3,68,GALAXY,23.244889999999998,24.02625,21.80027,20.6734,19.63073,0.7055239999999999,SPEC
CGCG502-069,1237666214077989088,20.9663660389884,32.658803101789395,4829,301,2,159,GALAXY,16.90452,14.91274,13.93856,13.437920000000002,13.06456,0.040735,
2MASXJ01214231+3341491,1237678893352288555,20.4261904411616,33.6971224528995,7781,301,3,67,GALAXY,20.7721,18.94902,17.508470000000003,16.97154,16.581,0.20811300000000002,SPEC
SDSSJ012621.80+332828.8,1237666213541511990,21.590860886612802,33.4746759102155,4829,301,1,165,GALAXY,23.63231,22.29495,20.73704,19.63166,19.14366,0.6245539999999999,SPEC
CGCG502-039,1237666215152058456,20.2212941390229,33.425773633923995,4829,301,4,164,GALAXY,16.20972,15.068589999999999,14.358939999999999,14.07148,13.923060000000001,0.018239,
SDSSJ012620.69+332919.2,1237666213541512015,21.586224893872398,33.4886833736771,4829,301,1,165,GALAXY,22.66662,22.3828,20.45097,19.46011,18.838,1.7704529999999998,SPEC
SDSSJ012132.04+325044.3,1237678892278612849,20.3835446438325,32.8456443848337,7781,301,1,68,GALAXY,23.67598,22.3042,20.54756,19.70779,19.66798,0.514892,SPEC
SDSSJ012244.72+324044.9,1237680316596421012,20.6863778319794,32.679139325928304,8112,301,6,57,GALAXY,23.10359,22.63158,21.02459,20.07463,19.76821,-9e-05,SPEC
SDSSJ012631.63+332214.4,1237666213541511786,21.6318153100032,33.3706743291957,4829,301,1,165,GALAXY,22.8891,22.47119,20.498170000000002,19.390220000000003,18.903389999999998,0.588427,SPEC
SDSSJ012203.86+334601.7,1237678893352354353,20.5165080544721,33.7666867958981,7781,301,3,68,GALAXY,23.36829,22.18679,21.55283,21.261770000000002,20.94559,1.897691,SPEC
SDSSJ012223.16+334820.9,1237666214615384872,20.5965230699379,33.8058186246868,4829,301,3,167,GALAXY,23.65022,22.54222,20.52294,19.67332,19.38441,0.447137,SPEC
2MASSJ01252558+3245585,1237678892278940018,21.3566275386569,32.7662323078941,7781,301,1,73,GALAXY,21.7756,19.824720000000003,18.21536,17.63052,17.20901,0.303267,SPEC
CGCG521-017,1237678807457136921,21.006266795486898,33.8659112403557,7761,301,3,131,GALAXY,17.193479999999997,21.26122,20.384179999999997,22.95427,19.81521,0.017162,
SDSSJ012044.47+331118.0,1237666215151928342,20.185321876825302,33.1883426896612,4829,301,4,162,GALAXY,22.762179999999997,21.799960000000002,20.13942,19.2954,18.91377,0.43966000000000005,SPEC
2MASXJ01222561+3241511,1237666214614860007,20.6066886407409,32.6974565726229,4829,301,3,159,GALAXY,17.44947,15.78362,14.94316,14.525839999999999,14.21061,0.017789,
SDSSJ012046.63+330801.5,1237666215151927352,20.1943205081955,33.133749903571804,4829,301,4,162,GALAXY,24.63468,22.00724,21.0874,20.03906,22.82691,1.9e-05,SPEC
2MASSJ01220470+3346398,1237678893352353800,20.5196072245583,33.7777205952348,7781,301,3,68,GALAXY,25.004170000000002,19.89349,18.25362,17.61249,17.326439999999998,0.252517,SPEC
2MASXJ01222353+3348541,1237666214615384350,20.5979105586932,33.814961103825496,4829,301,3,167,GALAXY,18.60388,16.79941,15.967,15.55546,15.243039999999999,0.017108,
SDSSJ012111.01+333550.9,1237678806920004379,20.295878905383802,33.5974753024469,7761,301,2,127,GALAXY,25.15176,22.1679,20.4685,19.5624,19.30256,0.45376000000000005,SPEC
2MASSJ01205645+3300190,1237678806383198563,20.2352909481099,33.005228256061,7761,301,1,128,GALAXY,21.37053,19.61413,18.21422,17.59371,17.12469,0.25236,SPEC
SDSSJ012056.08+333046.3,1237666215152059857,20.2336930182279,33.5128689170815,4829,301,4,164,GALAXY,21.91526,22.135379999999998,20.00936,18.98674,18.47075,0.54487,SPEC
UGC00937,1237666214077989311,20.9061049566241,32.6299921891663,4829,301,2,159,GALAXY,16.21903,14.86878,14.19939,13.868870000000001,13.61938,0.015837999999999998,
SDSSJ012110.84+333635.1,1237678893352288789,20.295189438887,33.609765055522104,7781,301,3,67,GALAXY,26.05684,21.51963,19.665670000000002,18.80268,18.29184,0.452892,SPEC
WHLJ012110.8+333635,1237678893352288789,20.295189438887,33.609765055522104,7781,301,3,67,GALAXY,26.05684,21.51963,19.665670000000002,18.80268,18.29184,0.4534,SPEC
2MASXJ01263174+3303588,1237666213541380549,21.6321319433536,33.066425484658495,4829,301,1,163,GALAXY,21.47195,19.41741,17.91744,17.363570000000003,16.94292,0.231233,SPEC
SDSSJ012619.45+325743.9,1237666213541315696,21.581073997905197,32.9622067269859,4829,301,1,162,GALAXY,22.86717,22.143629999999998,20.23011,19.38615,18.90877,7.012044,SPEC
SDSSJ012246.02+335127.8,1237666214615384583,20.6917637252621,33.8577320336811,4829,301,3,167,GALAXY,24.149520000000003,22.5685,20.72474,19.71695,19.25113,0.517964,SPEC
2MASSJ01233774+3353138,1237678807457137018,20.9072586315553,33.8871022702751,7761,301,3,131,GALAXY,22.04393,19.6609,18.15989,17.60965,17.18275,0.25200500000000003,SPEC
SDSSJ012123.87+334026.8,1237678893352289385,20.3494595476001,33.6741366069677,7781,301,3,67,GALAXY,24.27064,22.97356,21.56051,20.26231,19.447689999999998,0.70597,SPEC
SDSSJ012456.20+334944.5,1237666214078514200,21.234192147528102,33.8290513803248,4829,301,2,167,GALAXY,25.90245,21.95266,20.38651,19.54896,19.15759,0.35466,SPEC
SDSSJ012104.96+333510.4,1237666215152124724,20.2707072020184,33.5862383040342,4829,301,4,165,GALAXY,25.777260000000002,22.04288,20.53813,19.59055,19.28215,0.484835,SPEC
B20117+33,1237666215151993477,20.1705864404525,33.3605472747778,4829,301,4,163,GALAXY,22.63336,19.73113,18.011029999999998,17.390179999999997,16.998839999999998,0.314463,SPEC
SDSSJ012106.51+325507.1,1237678892278546697,20.2771194286039,32.918655980065196,7781,301,1,67,GALAXY,24.533929999999998,21.351470000000003,19.53463,18.788510000000002,18.285429999999998,0.45127,SPEC
SDSSJ012037.43+331446.8,1237666215151993666,20.1559953398484,33.2463570659608,4829,301,4,163,GALAXY,23.48058,21.8485,19.9852,19.151220000000002,18.665110000000002,0.451817,SPEC
SDSSJ012100.31+325641.4,1237678892278547104,20.2513142102043,32.9448535300472,7781,301,1,67,GALAXY,24.94285,20.78821,19.05276,18.2982,17.773320000000002,0.43212799999999996,SPEC
SDSSJ012609.27+333753.9,1237678893352682435,21.538640614432303,33.631659313639396,7781,301,3,73,GALAXY,23.589570000000002,21.773039999999998,20.097089999999998,19.28025,18.89963,0.346749,SPEC
