ObjectName,objID,ra,dec,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,Redshift,RedshiftFlag
UGC02621,1237661083199013263,49.1088148900083,41.530369335352205,3634,301,5,103,GALAXY,16.46121,14.477020000000001,13.50614,12.95505,12.630419999999999,0.015834,
CGCG540-074,1237661055281529331,49.114658177171,41.6270222128251,3628,301,1,100,GALAXY,16.65769,14.743229999999999,13.817279999999998,13.36086,12.9934,0.016575,
2MASXJ03224602+4149587,1237661056355664912,50.691864839590394,41.8330893777518,3628,301,3,106,GALAXY,17.97116,16.04774,15.1024,14.63665,14.258429999999999,0.015762,SPEC
2MFGC02775,1237661059574596348,50.7209368105173,41.2300502887534,3629,301,1,71,GALAXY,17.68037,15.855410000000001,14.86941,14.291360000000001,13.91995,0.023343,
2MASXJ03214287+4202509,1237661056355533240,50.428545134703796,42.047549548354795,3628,301,3,104,GALAXY,19.25638,17.3852,16.464570000000002,15.987179999999999,15.65896,0.018213,SPEC
2MASXJ03163712+4147215,1237661055281529139,49.1546377565528,41.7892652322225,3628,301,1,100,GALAXY,18.339979999999997,16.414920000000002,15.464070000000001,14.99112,14.62955,0.01788,SPEC
2MASXJ03210025+4208327,1237661056355467624,50.2509863640551,42.1422681104701,3628,301,3,103,GALAXY,17.87797,15.79241,14.80295,14.30954,13.929879999999999,0.018376,
SDSSJ032051.44+420956.3,1237661056355467464,50.2143340647746,42.1656500611878,3628,301,3,103,GALAXY,18.52112,17.55469,17.17665,17.00565,16.835620000000002,0.023077,SPEC
UGC02642,1237670960021111167,49.479232367870104,40.9262135500799,5934,301,2,224,GALAXY,17.50956,15.7452,14.88101,14.467920000000001,14.191889999999999,0.020531,
2MASXJ03214217+4205549,1237661056355533977,50.4257847567011,42.098422759833795,3628,301,3,104,GALAXY,18.136670000000002,16.29109,15.357560000000001,14.888329999999998,14.509770000000001,0.018466,SPEC
2MASXJ03232697+4124235,1237661055818924562,50.8623243977083,41.40644807018221,3628,301,2,108,GALAXY,17.532610000000002,15.616660000000001,14.61024,14.14187,13.80229,0.015434,
2MASXJ03224672+4156285,1237661056355598960,50.694593423561,41.94123037525671,3628,301,3,105,GALAXY,19.121779999999998,16.90386,16.0979,15.650529999999998,15.34898,0.02059,SPEC
LCSBS0531P,1237670457511182781,49.7058490978063,40.8275889383988,5817,301,2,243,GALAXY,17.622120000000002,15.764429999999999,14.893070000000002,14.462370000000002,14.12385,0.019778999999999998,SPEC
2MASXJ03162705+4110487,1237670458048118944,49.1126584465539,41.180215933956106,5817,301,3,244,GALAXY,17.76461,15.9789,15.15112,14.7178,14.425870000000002,0.014977,SPEC
2MASXJ03175285+4053504,1237670960021111003,49.4702754916784,40.897244391608,5934,301,2,224,GALAXY,18.97111,17.034760000000002,16.14923,15.7111,15.345629999999998,0.021005000000000003,SPEC
IC0308,1237661121850966452,49.06599142589021,41.18073918031,3643,301,5,61,GALAXY,16.74162,14.636120000000002,13.66908,13.14931,12.83525,0.020988,
2MASXJ03225058+4101397,1237661059574661957,50.710845685495,41.0278399172547,3629,301,1,72,GALAXY,19.0986,17.21024,16.33185,15.87989,15.5562,0.020303,SPEC
UGC02686,1237661083199472526,50.2556036510522,40.7977786843694,3634,301,5,110,GALAXY,16.950879999999998,14.88065,13.89551,13.40986,13.050930000000001,0.020314,
2MASXJ03155331+4119242,1237661121850901466,48.97213353885671,41.323306533449795,3643,301,5,60,GALAXY,18.84789,17.01526,16.07151,15.61266,15.27619,0.019887000000000002,SPEC
2MASXJ03163444+4102506,1237670458048054248,49.143561497049106,41.0474722328389,5817,301,3,243,GALAXY,17.11771,15.61485,14.889679999999998,14.56095,14.28845,0.012822,
2MASXJ03174508+4210522,1237661055818335115,49.437703120115,42.1810083421939,3628,301,2,99,GALAXY,17.65338,15.634210000000001,14.66451,14.15368,13.76271,0.020741,
UGC02664,1237670959484240218,49.875325273685704,40.7422778396187,5934,301,1,224,GALAXY,24.4295,20.96344,20.28426,20.01364,20.2694,0.020237,
UGC02698,1237661083199537710,50.5120808948145,40.8639246271485,3634,301,5,111,GALAXY,16.13099,14.053560000000001,12.994769999999999,12.4647,12.143880000000001,0.021418,
2MASXJ03235754+4131183,1237661060111467225,50.9899069389105,41.5218425723484,3629,301,2,71,GALAXY,18.15503,16.49984,15.51726,15.17146,15.16235,0.017243,SPEC
2MASXJ03155773+4112572,1237661121850966116,48.9905810046475,41.2159730173904,3643,301,5,61,GALAXY,17.17887,15.655779999999998,14.3037,13.80468,13.76094,0.01905,
2MASSJ03220520+4210089,1237661060648075675,50.52266264340201,42.1701699644625,3629,301,3,67,GALAXY,18.13243,16.45594,15.50736,15.09521,14.95249,0.017633000000000003,SPEC
2MASXJ03235662+4138173,1237661060111467604,50.985720568035,41.6383223170086,3629,301,2,71,GALAXY,18.84209,16.81793,15.832579999999998,15.354470000000001,15.012789999999999,0.016936,SPEC
2MASXJ03183055+4215321,1237661060110942827,49.6273957766749,42.2587475035169,3629,301,2,63,GALAXY,19.37649,17.45748,16.54795,16.08282,15.74271,0.030673000000000002,SPEC
2MASSJ03220508+4210263,1237661060648075680,50.520956843882,42.1751383528476,3629,301,3,67,GALAXY,17.038529999999998,15.412770000000002,14.72848,14.298929999999999,13.89265,0.018475,SPEC
2MASXJ03235425+4141504,1237661056355795683,50.976022314475095,41.6974618247202,3628,301,3,108,GALAXY,18.18613,16.332160000000002,15.460720000000002,15.00443,14.68455,0.021475,SPEC
2MASXJ03235094+4116575,1237661055818990638,50.962259806697205,41.282705271954896,3628,301,2,109,GALAXY,18.043960000000002,16.06855,15.1162,14.6331,14.2537,0.016954,SPEC
2MASXJ03163390+4201325,1237661059574006107,49.141642829427205,42.025816165997895,3629,301,1,62,GALAXY,16.78983,15.62071,15.13439,14.882270000000002,14.66809,0.013602000000000001,SPEC
2MASSJ03161106+4106067,1237670458048054300,49.046212843484795,41.1018702965388,5817,301,3,243,GALAXY,19.361810000000002,17.6781,16.79583,16.35898,15.999329999999999,0.029063,SPEC
2MASXJ03170749+4052522,1237661082662338997,49.2812279143478,40.8812178282511,3634,301,4,106,GALAXY,17.442439999999998,15.648639999999999,14.74148,14.30685,13.94795,0.022005,
UGC02616,1237661055281463453,48.9673208211394,41.85769531241161,3628,301,1,99,GALAXY,16.86532,14.99615,13.968779999999999,13.566139999999999,13.4906,0.015634000000000002,
UGC02654,1237661060110942755,49.6794305893482,42.300701598664,3629,301,2,63,GALAXY,16.8855,15.00124,13.897110000000001,13.38236,12.88889,0.019323,
