Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag
 2MASX J01060477+3139467       ,16.52,31.66292, G      ,35918,0.119808, SPEC          
 SDSS J010837.22+313909.2      ,17.15509,31.65257, QSO    ,436390,1.455641, SPEC          
 SDSS J011020.50+325537.6      ,17.58544,32.92713, G      ,199184,0.664407, SPEC          
 SDSS J010648.49+313707.5      ,16.70206,31.61876, G      ,202726,0.67622, SPEC          
 SDSS J010455.63+330140.4      ,16.23181,33.02791, G      ,213550,0.712327, SPEC          
 SDSS J010721.65+331316.1      ,16.84024,33.22115, G      ,158016,0.527083, SPEC          
 2MASX J01041654+3156418       ,16.06892,31.94497, G      ,32080,0.107006, SPEC          
 SDSS J010902.12+314024.8      ,17.25884,31.67357, G      ,169275,0.56464, SPEC          
 SDSS J010453.82+314746.0      ,16.22425,31.79612, G      ,147347,0.491497, SPEC          
 SDSS J010649.85+313614.4      ,16.70772,31.60401, G      ,120573,0.402189, SPEC          
 SDSS J010942.29+330429.2      ,17.42623,33.0748, G      ,133618,0.445702, SPEC          
 SDSS J010350.86+324414.3      ,15.96193,32.73731, G      ,111309,0.371287, SPEC          
 SDSS J010828.72+313728.4      ,17.11967,31.62457, G      ,139303,0.464666, SPEC          
 SDSS J010710.87+313530.7      ,16.79533,31.59188, G      ,155716,0.519413, SPEC          
 SDSS J011044.05+315904.2      ,17.68358,31.9845, QSO    ,459750,1.53356, SPEC          
 SDSS J010945.87+314518.6      ,17.44113,31.75518, G      ,154483,0.515301, SPEC          
 SDSS J010710.68+313520.6      ,16.79453,31.58908, G      ,155426,0.518446, SPEC          
 SDSS J010423.89+325631.1      ,16.09956,32.94197, G      ,117589,0.392234, SPEC          
 [HLX2013] J011110.65+321106.1 ,17.79441,32.18504, QSO    ,482666,1.61,               
 SDSS J010911.81+314036.3      ,17.29924,31.67677, G      ,124558,0.415482, SPEC          
 SDSS J010719.13+331425.5      ,16.82973,33.24043, G      ,93277,0.311137, SPEC          
 WHL J010719.1+331426          ,16.82973,33.24043, GClstr ,93265,0.3111, SPEC          
 SDSS J010359.68+324920.6      ,15.9987,32.8224, G      ,200007,0.667152, SPEC          
 CGCG 501-072                  ,15.87846,32.31569, G      ,5844,0.019493,               
 SDSS J010525.78+314148.2      ,16.35745,31.69673, *      ,-11,-0.000038, SPEC          
 KUG 0103+329                  ,16.69167,33.23183, G      ,4765,0.015894,               
 SDSS J010802.80+313528.1      ,17.01167,31.59115, G      ,110179,0.367517, SPEC          
 SDSS J010606.68+313736.9      ,16.52786,31.62693, G      ,234220,0.781273, SPEC          
 SDSS J010338.19+323935.8      ,15.90915,32.65996, QSO    ,987428,3.293704, SPEC          
 SDSS J010602.71+331147.3      ,16.51131,33.19649, *      ,-44,-0.000148, SPEC          
 SDSS J010348.73+324542.4      ,15.95304,32.7618, G      ,180962,0.603623, SPEC          
 SDSS J010327.80+322048.8      ,15.86587,32.34691, G      ,136277,0.45457, SPEC          
 2MASX J01050689+3143465       ,16.27886,31.72949, G      ,5230,0.017445,               
 SDSS J010859.22+313831.5      ,17.24679,31.64211, G      ,141612,0.472367, SPEC          
 SDSS J010519.52+314156.2      ,16.33134,31.69896, G      ,134747,0.449469, SPEC          
 SDSS J010945.88+330535.6      ,17.44136,33.09281, UvS    ,162552,0.542216, SPEC          
 SDSS J010524.07+314059.3      ,16.35029,31.68316, G      ,120453,0.401788, SPEC          
 SDSS J010640.15+331436.0      ,16.66732,33.24334, G      ,108590,0.362217, SPEC          
 CGCG 501-120                  ,17.7972,32.70186, G      ,5058,0.016872,               
 WHL J010409.4+315517          ,16.03919,31.92129, GClstr ,31898,0.1064, SPEC          
 SDSS J011126.09+322439.2      ,17.85872,32.4109, G      ,186000,0.620429, SPEC          
 SDSS J010553.09+313741.9      ,16.47122,31.62832, G      ,141513,0.472036, SPEC          
 2MASS J01032432+3229411       ,15.85135,32.49474, G      ,76169,0.254073, SPEC          
 SDSS J010746.17+331536.4      ,16.94239,33.26013, QSO    ,888251,2.962887, SPEC          
 2MASS J01102991+3151589       ,17.62477,31.86637, G      ,114357,0.381453, SPEC          
 SDSS J010652.07+331522.3      ,16.71699,33.25621, *      ,-9,-0.000031, SPEC          
 SDSS J010955.86+314453.5      ,17.48277,31.74821, G      ,144354,0.481512, SPEC          
 2MASS J01102937+3151461       ,17.62223,31.86283, G      ,115412,0.384972, SPEC          
 SDSS J010525.12+330919.5      ,16.35467,33.15544, G      ,138407,0.461676, SPEC          
 SDSS J010330.94+323834.6      ,15.87893,32.64294, *      ,27,0.00009, SPEC          
 UGC 00669                     ,16.32908,31.68217, G      ,5865,0.019564,               
 SDSS J011127.81+322736.0      ,17.86588,32.46002, G      ,144742,0.482808, SPEC          
 2MASS J01055020+3312041       ,16.45922,33.20116, *      ,29,0.000096, SPEC          
 2MASX J01050392+3142554       ,16.26642,31.71542, G      ,31309,0.104436, SPEC          
 SDSS J010427.67+314933.6      ,16.1153,31.82602, G      ,32420,0.108143, SPEC          
 2MASX J01050494+3142414       ,16.27058,31.71147, G      ,31518,0.105134, SPEC          
 UGC 00646                     ,15.85996,32.23736, G      ,5319,0.017742,               
 2MASS J01112619+3217037       ,17.85922,32.28426, G      ,54554,0.181972, SPEC          
 SDSS J010358.20+315721.4      ,15.99251,31.95596, G      ,133909,0.446671, SPEC          
 2MASS J01064678+3315449       ,16.69493,33.26254, G      ,69581,0.232097, SPEC          
 2MASS J01102057+3300565       ,17.58579,33.01586, G      ,70234,0.234277, SPEC          
 SDSS J010321.03+321944.8      ,15.83763,32.32913, QSO    ,508204,1.695187, SPEC          
 UZC-CG 015                    ,17.05417,33.25889, GGroup ,4488,0.01497,               
 2MASX J01062858+3134218       ,16.61921,31.57289, G      ,31614,0.105452, SPEC          
 SDSS J010518.23+314027.4      ,16.32599,31.67428, QSO    ,970257,3.23643, SPEC          
 SDSS J011033.00+325812.5      ,17.63752,32.97016, G      ,153782,0.512963, SPEC          
 2MASX J01043453+3147327       ,16.14392,31.79244, G      ,32158,0.107266, SPEC          
 SDSS J011112.21+324441.4      ,17.8009,32.74485, G      ,123245,0.411102, SPEC          
 SDSS J010620.49+331456.8      ,16.58528,33.24823, UvS    ,-26,-0.000087, SPEC          
 2MASX J01042272+3149508       ,16.09471,31.83069, G      ,50135,0.167234, SPEC          
 SDSS J011102.03+324939.3      ,17.75849,32.82759, *      ,-325,-0.001083, SPEC          
 SDSS J011055.27+325209.7      ,17.73011,32.86932, UvS    ,-115,-0.000384, SPEC          
 2MASS J01064764+3316154       ,16.69846,33.27099, G      ,69965,0.233378, SPEC          
 2MASS J01113202+3222330       ,17.8833,32.37577, G      ,70291,0.234465, SPEC          
 2MFGC 00768                   ,15.91917,32.04783, G      ,5243,0.017489,               
 SDSS J010333.98+324355.4      ,15.89161,32.73207, G      ,177494,0.592055, SPEC          
 SDSS J010556.04+313548.0      ,16.48351,31.59667, G      ,180097,0.600738, SPEC          
 3C 034 Cluster                ,17.5775,31.78889, GClstr ,206857,0.69,               
 3C 034                        ,17.57778,31.78902, G      ,206857,0.69,               
 SDSS J010952.94+330709.2      ,17.47062,33.11923, G      ,137556,0.458839, SPEC          
 WHL J010952.9+330709          ,17.47062,33.11923, GClstr ,137605,0.459, SPEC          
 SDSS J010805.13+331645.5      ,17.02152,33.27916, UvS    ,210271,0.70139, SPEC          
 SDSS J010315.79+322155.6      ,15.81579,32.36546, QSO    ,306040,1.020841, SPEC          
 SDSS J011109.19+324834.4      ,17.7883,32.80956, G      ,159433,0.53181, SPEC          
 [HLX2013] J010314.20+322328.5 ,15.8092,32.39126, QSO    ,386732,1.29,               
 SDSS J010747.40+313200.3      ,16.94753,31.53344, *      ,-246,-0.000821, SPEC          
 2MASS J01064724+3132219       ,16.69684,31.5394, G      ,65884,0.219766, SPEC          
 SDSS J010349.86+325218.9      ,15.95776,32.87192, G      ,192015,0.640494, SPEC          
 2MASX J01113578+3229052       ,17.89913,32.48472, G      ,35231,0.117518, SPEC          
 SDSS J010331.77+320501.7      ,15.8824,32.08381, G      ,134562,0.448852, SPEC          
 SDSS J010313.99+322931.0      ,15.80831,32.49197, G      ,207376,0.691731, SPEC          
 2MASX J01050055+3141164       ,16.25238,31.68794, G      ,33314,0.111124, SPEC          
 SDSS J010711.30+313137.2      ,16.79712,31.52701, G      ,143790,0.479633, SPEC          
 SDSS J010341.46+324940.8      ,15.92275,32.82801, G      ,131856,0.439823, SPEC          
 SDSS J010454.86+314200.6      ,16.22859,31.70019, G      ,198162,0.660996, SPEC          
 SDSS J010522.76+331131.7      ,16.34486,33.19214, G      ,139930,0.466755, SPEC          
 SDSS J010352.94+325409.1      ,15.97062,32.90253, G      ,112259,0.374455, SPEC          
 SDSS J010626.14+331645.8      ,16.60895,33.27939, G      ,158370,0.528264, SPEC          
 SDSS J010856.83+331439.6      ,17.23682,33.24433, G      ,94235,0.314334, SPEC          
 SDSS J010602.61+313403.9      ,16.5109,31.56778, G      ,159570,0.532268, SPEC          
 2MASS J01035271+3254240       ,15.96944,32.9066, G      ,101073,0.337142, SPEC          
 SDSS J010530.89+313646.9      ,16.37872,31.61305, G      ,141893,0.473304, SPEC          
 2MASX J01090838+3313537       ,17.28492,33.23161, G      ,-114,-0.000379, SPEC          
 SDSS J010735.39+331828.7      ,16.89747,33.308, *      ,-109,-0.000362, SPEC          
 2MASS J01100830+3143345       ,17.53451,31.72627, G      ,55125,0.183877, SPEC          
 2MASS J01042961+3303551       ,16.12339,33.06539, G      ,121519,0.405345, SPEC          
 SDSS J010505.61+330955.5      ,16.27339,33.16543, G      ,157828,0.526459, SPEC          
 SDSS J010936.61+331057.8      ,17.40257,33.18273, QSO    ,770056,2.56863, SPEC          
 KUG 0105+330                  ,16.98921,33.30303, G      ,4209,0.01404,               
 SDSS J010309.94+322737.2      ,15.79142,32.46034, G      ,119959,0.40014, SPEC          
 SDSS J010531.22+313630.9      ,16.38012,31.60859, G      ,141531,0.472096, SPEC          
 SDSS J011118.70+320309.3      ,17.82795,32.0526, G      ,200946,0.670283, SPEC          
 SDSS J010642.84+331759.1      ,16.67854,33.29976, G      ,158200,0.527698, SPEC          
 WHL J010642.8+331759          ,16.67854,33.29976, GClstr ,158230,0.5278, SPEC          
 2MASX J01070881+3318385       ,16.78675,33.31072, G      ,4577,0.015267,               
 SDSS J010907.50+313512.5      ,17.28126,31.58683, G      ,134511,0.448681, SPEC          
 SDSS J010607.66+313310.0      ,16.53193,31.5528, *      ,-75,-0.00025, SPEC          
 SDSS J010414.42+330111.4      ,16.06012,33.01985, QSO    ,1249396,4.167536, SPEC          
 SDSS J010505.20+331016.1      ,16.27167,33.17114, G      ,139789,0.466285, SPEC          
 SDSS J011134.51+321211.8      ,17.8938,32.20329, G      ,186209,0.621127, SPEC          
 SDSS J010310.55+321727.8      ,15.79397,32.29106, QSO    ,926363,3.090014, SPEC          
 [HLX2013] J011038.58+314915.5 ,17.66078,31.82099, QSO    ,98932,0.33,               
 SDSS J010312.36+323503.2      ,15.80151,32.58423, G      ,177191,0.591046, SPEC          
 SDSS J011117.94+320200.1      ,17.82477,32.03336, QSO    ,830951,2.771755, SPEC          
 SDSS J010508.46+313846.2      ,16.28528,31.64618, *      ,-40,-0.000135, SPEC          
 SDSS J010509.59+313835.5      ,16.28996,31.64322, G      ,197603,0.659132, SPEC          
 UGC 00657                     ,15.9962,32.9635, G      ,4966,0.016565,               
 SDSS J011051.50+325751.6      ,17.71458,32.96433, *      ,-258,-0.000862, SPEC          
 2MASX J01090656+3134297       ,17.27733,31.57503, G      ,31145,0.103887, SPEC          
 SDSS J011118.13+324848.8      ,17.82555,32.81358, G      ,209120,0.697549, SPEC          
 SDSS J010728.16+313004.3      ,16.86737,31.5012, G      ,156644,0.522507, SPEC          
 SDSS J011143.23+322004.9      ,17.93016,32.3347, *      ,-275,-0.000916, SPEC          
 2MASX J01060065+3316337       ,16.50275,33.27603, G      ,33389,0.111374, SPEC          
 SDSS J010536.15+313506.0      ,16.40063,31.58501, G      ,141507,0.472017, SPEC          
 SDSS J011001.69+314111.9      ,17.50704,31.68664, G      ,196982,0.657061, SPEC          
 SDSS J010707.20+331930.3      ,16.78002,33.32509, G      ,201727,0.67289, SPEC          
 MCXC J0105.1+3311             ,16.27917,33.18972, GClstr ,23983,0.08,               
 IC 1614                       ,16.27902,33.18981, G      ,24456,0.081576,               
 SDSS J010417.71+314641.2      ,16.07383,31.77812, G      ,122937,0.410075, SPEC          
 SDSS J010429.93+330548.5      ,16.12475,33.09683, *      ,-21,-0.000069, SPEC          
 SDSS J010303.83+322312.3      ,15.76597,32.38677, G      ,168430,0.561821, SPEC          
 SDSS J010442.97+314135.1      ,16.17908,31.69309, G      ,141307,0.471351, SPEC          
 SDSS J010312.98+321015.5      ,15.80412,32.17099, G      ,173414,0.578448, SPEC          
 SDSS J010940.25+331203.8      ,17.41772,33.20108, G      ,91651,0.305715, SPEC          
 SDSS J010332.84+315932.1      ,15.88684,31.99226, *      ,-119,-0.000396, SPEC          
 SDSS J010503.14+331114.8      ,16.26309,33.18745, G      ,157467,0.525254, SPEC          
 SDSS J010303.96+322904.0      ,15.76653,32.48445, G      ,207483,0.692088, SPEC          
 2MASX J01082570+3318299       ,17.10708,33.30828, G      ,24607,0.08208, SPEC          
 SDSS J010343.18+315522.1      ,15.92993,31.92282, *      ,-99,-0.000329, SPEC          
 SDSS J011023.68+330527.0      ,17.59869,33.09084, G      ,204877,0.683396, SPEC          
 SDSS J010456.03+313912.0      ,16.23348,31.65333, G      ,153641,0.512492, SPEC          
 2MASS J01050834+3312196       ,16.28467,33.20542, G      ,124381,0.414891, SPEC          
 XMMXCS J0110.3+3305           ,17.59917,33.09558, GClstr ,179876,0.6, PHOT          
 X-CLASS 1191                  ,17.601,33.095, GClstr ,179876,0.6,               
 [HLX2013] J010307.25+323653.6 ,15.78022,32.61489, QSO    ,689823,2.301,               
 SDSS J010919.36+331458.1      ,17.33067,33.24949, G      ,139737,0.466111, SPEC          
 SDSS J010851.56+313211.6      ,17.21487,31.53658, G      ,140401,0.468328, SPEC          
 2MASS J01054270+3316141       ,16.42787,33.27061, *      ,-29,-0.000096, SPEC          
 SDSS J010851.16+331735.5      ,17.21317,33.29321, G      ,215454,0.718676, SPEC          
 SDSS J011003.57+330935.6      ,17.51491,33.15989, G      ,187475,0.625349, SPEC          
 SDSS J010740.62+312858.4      ,16.91926,31.48291, G      ,122487,0.408571, SPEC          
 SDSS J010927.03+313510.7      ,17.36263,31.58632, QSO    ,846113,2.822328, SPEC          
 KUG 0107+327                  ,17.68504,33.03142, G      ,4709,0.015708,               
 SDSS J011120.01+325101.0      ,17.83339,32.8503, *      ,-87,-0.000291, SPEC          
 SDSS J010508.14+313646.8      ,16.28394,31.61302, G      ,176915,0.590124, SPEC          
 [HLX2013] J010729.44+312838.8 ,16.87267,31.47747, QSO    ,401722,1.34,               
 SDSS J010540.93+313304.4      ,16.42055,31.55124, G      ,157936,0.526818, SPEC          
 2MASX J01070706+3320505       ,16.77938,33.34731, G      ,42482,0.141705, SPEC          
 SDSS J010517.87+331419.3      ,16.32448,33.23871, G      ,121689,0.40591, SPEC          
 SDSS J010632.62+332003.9      ,16.63595,33.33443, G      ,187079,0.624028, SPEC          
 SDSS J011150.94+321928.5      ,17.96228,32.32458, G      ,99644,0.332376, SPEC          
 SDSS J010859.64+313200.4      ,17.24851,31.53345, G      ,150316,0.501399, SPEC          
 SDSS J011138.79+324257.9      ,17.91164,32.7161, G      ,194264,0.647995, SPEC          
 2MASX J01085585+3131386       ,17.23287,31.52742, G      ,65470,0.218385, SPEC          
 SDSS J011141.26+324139.3      ,17.92195,32.69427, G      ,117321,0.391341, SPEC          
 2MASS J01114867+3235184       ,17.95282,32.58851, G      ,69914,0.233209, SPEC          
 SDSS J010320.99+320116.5      ,15.83747,32.02127, QSO    ,252949,0.843746, SPEC          
 2MASS J01110443+3257407       ,17.7685,32.96141, G      ,99036,0.33035, SPEC          
 SDSS J010520.41+331513.0      ,16.33506,33.25363, *      ,-115,-0.000384, SPEC          
 2MASX J01095847+3138049       ,17.49363,31.63467, G      ,36751,0.122587, SPEC          
 SDSS J011048.98+330208.0      ,17.70412,33.03558, G      ,140117,0.467379, SPEC          
 2MASX J01030365+3239073       ,15.76517,32.65211, G      ,32461,0.108277, SPEC          
 SDSS J010539.09+331714.6      ,16.41289,33.28739, *      ,33,0.000109, SPEC          
 SDSS J010847.76+331902.8      ,17.19903,33.31746, G      ,214780,0.71643, SPEC          
 SDSS J010359.27+314745.4      ,15.99699,31.79595, G      ,141542,0.472133, SPEC          
 SDSS J010414.73+330534.9      ,16.06139,33.09303, G      ,224125,0.747599, SPEC          
 SDSS J010621.57+332022.5      ,16.58992,33.33959, QSO    ,1170373,3.903943, SPEC          
 SDSS J010557.94+331905.6      ,16.49145,33.31824, G      ,173836,0.579856, SPEC          
 KUG 0109+322                  ,17.98487,32.46731, G      ,4988,0.016638,               
 SDSS J010421.97+330724.9      ,16.09154,33.12359, *      ,-170,-0.000567, SPEC          
 SDSS J011010.26+331038.1      ,17.54278,33.17726, G      ,138194,0.460965, SPEC          
 SDSS J010651.09+312732.4      ,16.71289,31.45901, G      ,169970,0.56696, SPEC          
 2MASS J01081178+3127513       ,17.04896,31.46442, G      ,103901,0.346577, SPEC          
 SDSS J011046.49+314545.7      ,17.69375,31.76272, G      ,196626,0.655873, SPEC          
 SDSS J010342.65+325913.1      ,15.92773,32.987, G      ,117724,0.392686, SPEC          
 SDSS J011134.18+320014.7      ,17.89245,32.0041, G      ,131724,0.439383, SPEC          
 SDSS J010309.80+320306.3      ,15.79084,32.05176, G      ,98759,0.329425, SPEC          
 SDSS J010404.65+314459.8      ,16.01939,31.74996, QSO    ,686734,2.290697, SPEC          
 SDSS J010511.98+331545.7      ,16.29994,33.2627, G      ,157984,0.526977, SPEC          
 SDSS J010845.69+332023.3      ,17.19038,33.33981, G      ,140778,0.469586, SPEC          
 SDSS J010707.93+312633.5      ,16.78307,31.44265, G      ,155281,0.517962, SPEC          
 SDSS J011152.25+321006.6      ,17.96773,32.16853, QSO    ,734105,2.44871, SPEC          
 SDSS J010626.68+312739.2      ,16.61118,31.46092, QSO    ,814190,2.715844, SPEC          
 SDSS J010557.47+332015.4      ,16.4895,33.33763, G      ,170738,0.569519, SPEC          
 SDSS J011100.44+330148.1      ,17.75187,33.03004, G      ,139640,0.46579, SPEC          
 WHL J011100.4+330148          ,17.75187,33.03004, GClstr ,139643,0.4658, SPEC          
 UGC 00743                     ,17.82708,31.88867, G      ,5229,0.017442,               
 2MASS J01025946+3207444       ,15.7477,32.12902, G      ,76194,0.254157, SPEC          
 SDSS J010514.82+313256.8      ,16.31177,31.54912, QSO    ,683722,2.280652, SPEC          
 NGC 0407                      ,17.65233,33.1265, G      ,5573,0.01859,               
 SDSS J010559.86+332047.8      ,16.49942,33.34661, G      ,158179,0.527628, SPEC          
 2MASX J01080914+3322528       ,17.03813,33.38122, G      ,23776,0.079307, SPEC          
 SDSS J011155.60+321050.0      ,17.9817,32.18056, *      ,-76,-0.000254, SPEC          
 SDSS J010635.16+312646.3      ,16.64652,31.4462, QSO    ,667191,2.22551, SPEC          
 SDSS J010247.21+321753.1      ,15.69671,32.29811, G      ,135944,0.453461, SPEC          
 SDSS J011006.55+313638.1      ,17.5273,31.61058, QSO    ,217823,0.72658, SPEC          
 2MASS J01030437+3246360       ,15.76818,32.77658, G      ,88371,0.294773, SPEC          
 SDSS J010245.42+322821.1      ,15.68927,32.47254, G      ,103350,0.344738, SPEC          
 2MASX J01044981+3135367       ,16.20754,31.59353, G      ,52866,0.176341, SPEC          
 SDSS J010540.69+331946.3      ,16.41956,33.32955, *      ,-167,-0.000558, SPEC          
 2MASS J01054419+3129307       ,16.43346,31.49178, RadioS ,138410,0.461686, SPEC          
 SDSS J010544.94+312924.9      ,16.43727,31.49026, G      ,138844,0.463135, SPEC          
 2MASS J01110735+3301088       ,17.78075,33.01908, G      ,54264,0.181006, SPEC          
 SDSS J010805.42+312604.6      ,17.02258,31.43464, *      ,-95,-0.000318, SPEC          
 SDSS J010728.90+332405.1      ,16.87043,33.40143, *      ,-63,-0.000209, SPEC          
 SDSS J010332.14+325815.7      ,15.88393,32.97104, G      ,103586,0.345527, SPEC          
 WHL J010332.1+325816          ,15.88393,32.97104, GClstr ,103608,0.3456, SPEC          
 SDSS J010329.61+315227.5      ,15.87337,31.87432, G      ,171881,0.573334, SPEC          
 2MASS J01045572+3315178       ,16.23214,33.25495, G      ,15622,0.05211, SPEC          
 SDSS J011114.52+315023.0      ,17.81053,31.83972, G      ,183907,0.613447, SPEC          
 SDSS J011131.07+315554.1      ,17.87946,31.93172, G      ,201621,0.672535, SPEC          
 SDSS J011118.08+325833.8      ,17.82535,32.97608, QSO    ,960535,3.204,               
 SDSS J011157.31+324048.8      ,17.9888,32.68024, G      ,163040,0.543844, SPEC          
 SDSS J010419.32+330950.6      ,16.08052,33.16406, G      ,133019,0.443704, SPEC          
 SDSS J011038.65+330822.5      ,17.66106,33.1396, G      ,160172,0.534275, SPEC          
 2MASX J01083023+3322579       ,17.1258,33.38287, G      ,23988,0.080015,               
 SDSS J011115.84+325940.4      ,17.81603,32.99457, G      ,160194,0.534348, SPEC          
 SDSS J010620.92+332307.1      ,16.5872,33.38532, G      ,170424,0.568472, SPEC          
 SDSS J010440.80+313558.5      ,16.17003,31.59959, G      ,160689,0.536002, SPEC          
 2MASS J01120108+3210563       ,18.0045,32.18235, *      ,29,0.000098, SPEC          
 SDSS J011019.21+331215.1      ,17.58005,33.20421, G      ,197485,0.65874, SPEC       
