ObjectName,objID,ra,dec,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z
2MASXJ03183055+4215321,1237661060110942827,49.6273957766749,42.2587475035169,3629,301,2,63,GALAXY,19.37649,17.45748,16.54795,16.08282,15.74271
UGC02696,1237661060648075679,50.5221555556831,42.1734686028255,3629,301,3,67,STAR,21.8845,21.08571,20.21669,19.68798,20.017
2MASSJ03220508+4210263,1237661060648075680,50.520956843882,42.1751383528476,3629,301,3,67,GALAXY,17.03853,15.41277,14.72848,14.29893,13.89265
2MASXJ03235425+4141504,1237661056355795683,50.9760223144751,41.6974618247202,3628,301,3,108,GALAXY,18.18613,16.33216,15.46072,15.00443,14.68455
2MASXJ03235094+4116575,1237661055818990638,50.9622598066972,41.2827052719549,3628,301,2,109,GALAXY,18.04396,16.06855,15.1162,14.6331,14.2537
2MASXJ03163390+4201325,1237661059574006107,49.1416428294272,42.0258161659979,3629,301,1,62,GALAXY,16.78983,15.62071,15.13439,14.88227,14.66809
2MASSJ03161106+4106067,1237670458048054300,49.0462128434848,41.1018702965388,5817,301,3,243,GALAXY,19.36181,17.6781,16.79583,16.35898,15.99933
2MASXJ03170749+4052522,1237661082662338997,49.2812279143478,40.8812178282511,3634,301,4,106,GALAXY,17.44244,15.64864,14.74148,14.30685,13.94795
UGC02616,1237661055281463453,48.9673208211394,41.8576953124116,3628,301,1,99,GALAXY,16.86532,14.99615,13.96878,13.56614,13.4906
CGCG540-090,1237661060110942807,49.6875100975738,42.301460981784,3629,301,2,63,STAR,24.48284,24.86005,23.70592,22.5045,21.75604
UGC02654,1237661060110942755,49.6794305893482,42.300701598664,3629,301,2,63,GALAXY,16.8855,15.00124,13.89711,13.38236,12.88889
