ObjectName,objID,ra,dec,run,rerun,camcol,field,type,u0,g0,r0,i0,z0
SDSSJ010635.79+321652.6,1237680315521172113,16.6491409495427,32.2812969253072,8112,301,4,34,GALAXY,21.75408,21.8639,20.21367,19.32121,18.8676
IVZw038NOTES08,1237680315521237364,16.8153115592391,32.1943592391613,8112,301,4,35,GALAXY,17.73573,15.99262,15.27275,14.92027,14.65424
SDSSJ010640.84+323429.9,1237680311772250713,16.6701763329165,32.5749931293964,8111,301,5,174,STAR,23.25324,20.20471,20.04145,20.19482,20.05157
SDSSJ010622.24+322758.0,1237680311772185430,16.5926966973119,32.4661406327219,8111,301,5,173,STAR,24.09481,20.90221,20.13582,19.63672,19.49347
2MASXJ01082662+3229109,1237680311772381566,17.1109510775623,32.4863812553874,8111,301,5,176,GALAXY,19.56098,17.58059,16.57519,16.14223,15.82258
IVZw038NOTES03,1237680316058107970,16.7378072067872,32.6224405327629,8112,301,5,35,GALAXY,18.35271,16.36183,15.47458,15.03607,14.70395
SDSSJ010800.55+323707.6,1237680316058174388,17.0023178008288,32.6187980135501,8112,301,5,36,GALAXY,23.8557,23.25357,21.25236,20.03485,19.45928
SDSSJ010732.31+323909.0,1237680316058108849,16.8846586290902,32.6525298313366,8112,301,5,35,GALAXY,22.7577,22.57878,20.87838,19.85613,19.3309
2MASXiJ0108226+323258,1237680311772381519,17.0942212932737,32.5496850960281,8111,301,5,176,GALAXY,18.00667,16.46371,15.76685,15.44978,15.24056
SDSSJ010829.43+321910.6,1237680315521368600,17.1226610976535,32.3196345020653,8112,301,4,37,GALAXY,24.20229,21.4994,20.46099,19.61553,19.16628
SDSSJ010632.20+323424.0,1237680311772250563,16.6341809689648,32.5733320527105,8111,301,5,174,STAR,20.82433,20.00065,19.96005,20.05881,19.94869
RMJ010718.6+321003.8,1237680315521237803,16.8275568271761,32.1677196152959,8112,301,4,35,GALAXY,22.51726,20.74539,19.0875,18.5122,18.18057
IVZw038NOTES07,1237680315521237340,16.7980313307194,32.1703931639431,8112,301,4,35,GALAXY,18.59452,16.90327,16.17985,15.81292,15.61714
SDSSJ010618.06+322002.6,1237680315521171949,16.5752595918946,32.3340748204096,8112,301,4,34,STAR,26.45837,21.92508,21.67915,21.48958,21.65891
2MASSJ01081074+3236146,1237680316058174230,17.044902503525,32.6041519652445,8112,301,5,36,GALAXY,23.54082,20.48834,18.78834,18.11347,17.67968
SDSSJ010836.08+322543.9,1237680311772447321,17.1503518142414,32.428864675642,8111,301,5,177,GALAXY,22.70989,22.04435,20.54056,19.36549,18.90065
SDSSJ010836.29+322434.8,1237680311772447342,17.1512135598393,32.4096865879514,8111,301,5,177,GALAXY,22.60061,21.71846,20.44725,19.42297,19.71305
2MASXJ01062076+3231488,1237680311772184955,16.5866131200679,32.5301886111133,8111,301,5,173,GALAXY,19.75737,17.68217,16.63248,16.17292,15.83262
SDSSJ010613.21+322237.3,1237680315521171839,16.555076400993,32.3770475815771,8112,301,4,34,STAR,20.65069,20.21292,19.97867,19.99142,19.87423
SDSSJ010623.97+323302.4,1237680311772185428,16.5999068400935,32.5506748098654,8111,301,5,173,GALAXY,25.84051,21.87568,20.01575,19.08135,18.59588
SDSSJ010715.60+320932.7,1237680315521237777,16.8150325575847,32.1591162217121,8112,301,4,35,GALAXY,21.75457,20.91385,19.13712,18.52296,18.25843
[HLX2013]J010619.74+321751.7,1237680315521171842,16.5822889480604,32.2976966574656,8112,301,4,34,STAR,19.75143,19.70712,19.71696,19.50084,19.31124
SDSSJ010727.82+324023.3,1237680316058108639,16.8659502951862,32.6731722925973,8112,301,5,35,GALAXY,22.64168,21.32789,19.49025,18.83556,18.5994
2MASSJ01083751+3220582,1237680311772446948,17.1563350585874,32.3494624486301,8111,301,5,177,GALAXY,22.15482,19.33081,17.96484,17.32999,16.97543
LCSBS0171P,1237680315521368099,17.0783388158754,32.2267953707609,8112,301,4,37,GALAXY,18.33956,16.55821,15.82025,15.52018,15.28685
SDSSJ010637.89+323732.1,1237680316058042956,16.6578873053329,32.6255935689653,8112,301,5,34,STAR,21.62367,21.00226,21.11981,20.94259,20.61381
400dJ0106+3209,1237680311235379494,16.7455248349312,32.1579230265136,8111,301,4,174,GALAXY,18.06322,15.94644,14.93027,14.49637,14.15089
2MASXJ01065891+3209285,1237680311235379494,16.7455248349312,32.1579230265136,8111,301,4,174,GALAXY,18.06322,15.94644,14.93027,14.49637,14.15089
SDSSJ010639.19+321139.1,1237680315521237496,16.6632989401584,32.194212591632,8112,301,4,35,GALAXY,22.77889,21.81702,20.58054,19.72967,19.45817
SDSSJ010840.33+322824.4,1237680311772447231,17.1680724171399,32.4734490262345,8111,301,5,177,GALAXY,23.05727,21.82399,19.95247,18.79831,18.33792
SDSSJ010840.74+322809.3,1237680311772447232,17.1697659061151,32.4692570059215,8111,301,5,177,STAR,21.25263,20.57452,20.56202,20.3224,20.12491
[HB89]0104+318,1237680311235379498,16.7445667777912,32.1552369075934,8111,301,4,174,STAR,19.81528,19.59539,19.37428,19.24982,19.04909
[HB89]0104+318ABS01,1237680311235379498,16.7445667777912,32.1552369075934,8111,301,4,174,STAR,19.81528,19.59539,19.37428,19.24982,19.04909
SDSSJ010740.22+320745.4,1237680311235445265,16.9175991097621,32.1292838598674,8111,301,4,175,GALAXY,23.55762,21.1399,19.7657,18.97065,18.77427
SDSSJ010622.89+323605.3,1237680316058043090,16.5954162905492,32.601491879257,8112,301,5,34,GALAXY,23.25867,22.74513,21.0488,19.96103,19.55713
2MASSJ01071777+3207286,1237680311235445215,16.8239832038177,32.1246195146022,8111,301,4,175,GALAXY,21.67885,20.41477,18.60465,17.98807,17.60988
WHLJ010717.8+320729,1237680311235445215,16.8239832038177,32.1246195146022,8111,301,4,175,GALAXY,21.67885,20.41477,18.60465,17.98807,17.60988
2MASXJ01074620+3241342,1237680316058173594,16.942351712519,32.6929525734646,8112,301,5,36,GALAXY,17.13791,15.52909,14.82214,14.45351,14.20739
SDSSJ010654.63+324116.7,1237680316058108388,16.7276524455443,32.6879734513637,8112,301,5,35,STAR,24.8423,21.14037,20.51307,20.43013,20.21496
2MASXJ01084242+3232110,1237680311772447143,17.1771771853549,32.5365524762607,8111,301,5,177,GALAXY,22.63589,19.78301,18.13455,17.6327,17.203
SDSSJ010601.03+322105.4,1237680315521171474,16.5043195244858,32.3515143485066,8112,301,4,34,GALAXY,23.61138,20.9105,19.28271,18.38321,18.01762
SDSSJ010558.88+322505.1,1237680311772185536,16.4953362616939,32.4181073826689,8111,301,5,173,GALAXY,23.01097,21.54476,19.99236,18.78057,18.25285
SDSSJ010813.86+323948.8,1237680316058173871,17.0577554412048,32.6635602160559,8112,301,5,36,STAR,20.63653,20.18117,19.88253,19.79974,19.54686
SDSSJ010808.34+320854.4,1237680315521368839,17.0347536855943,32.1484650452948,8112,301,4,37,GALAXY,24.5977,22.65554,21.11216,19.76816,19.13041
SDSSJ010656.97+320705.6,1237680311235380166,16.737399530232,32.1182416233085,8111,301,4,174,GALAXY,25.44158,22.97358,21.08196,19.89563,19.53986
SDSSJ010656.81+320703.6,1237680311235380165,16.7367197119868,32.1176726734988,8111,301,4,174,GALAXY,21.73417,21.64202,20.31125,19.35644,18.86275
2MASXJ01065143+3242044,1237680316058042472,16.7142728925155,32.7012877878407,8112,301,5,34,GALAXY,17.07818,15.40422,14.67036,14.29297,14.03219
2MASSJ01064194+3241075,1237680316058042661,16.6747034040947,32.6854546486667,8112,301,5,34,GALAXY,20.32358,19.04209,17.7843,17.25024,16.86319
IC1618,1237680311772184846,16.4832787774441,32.4121335869092,8111,301,5,173,GALAXY,16.32747,14.56342,13.82391,13.45247,13.19179
SDSSJ010817.61+320929.8,1237680315521368537,17.0733942480745,32.1582962382365,8112,301,4,37,GALAXY,22.51335,21.3689,20.07883,19.35191,19.06224
SDSSJ010842.93+323403.0,1237680316058239663,17.1788802018579,32.5675263732243,8112,301,5,37,GALAXY,21.22564,21.48252,20.24704,19.42882,19.1034
SDSSJ010558.61+321907.1,1237680315521171863,16.4942319334115,32.3186568460352,8112,301,4,34,STAR,21.78682,20.00199,19.7237,19.66343,19.80152
UGC00691,1237680311235445078,16.8857314794831,32.0927394607906,8111,301,4,175,GALAXY,17.20063,15.46228,14.6296,14.19698,13.8728
SDSSJ010630.37+324017.5,1237680316058042912,16.6265681061965,32.6715345938077,8112,301,5,34,GALAXY,22.09887,22.21755,20.41585,19.48279,19.04957
SDSSJ010847.25+323332.1,1237680316058239704,17.1969076914412,32.558930427095,8112,301,5,37,GALAXY,21.8604,23.00947,20.59574,19.66311,19.22799
SDSSJ010849.43+323236.7,1237680316058239109,17.2059973608655,32.5435355243327,8112,301,5,37,GALAXY,23.04607,21.23285,18.67123,17.83157,17.86363
SDSSJ010847.44+323351.3,1237680316058239715,17.1976981407515,32.5642605080577,8112,301,5,37,GALAXY,23.33348,21.64509,19.84904,18.87027,18.27082
WHLJ010847.4+323351,1237680316058239715,17.1976981407515,32.5642605080577,8112,301,5,37,GALAXY,23.33348,21.64509,19.84904,18.87027,18.27082
RMJ010847.4+323351.3,1237680316058239715,17.1976981407515,32.5642605080577,8112,301,5,37,GALAXY,23.33348,21.64509,19.84904,18.87027,18.27082
NGC0398,1237680311772446788,17.2236774380654,32.514520226457,8111,301,5,177,GALAXY,16.21205,14.46459,13.71339,13.34439,13.06858
SDSSJ010850.86+323236.6,1237680316058239108,17.2119475399268,32.5435207475776,8112,301,5,37,GALAXY,26.11591,21.79528,20.28223,19.37015,18.83171
2MASXJ01085516+3219316,1237680315521433819,17.2300886724699,32.3252905215593,8112,301,4,38,GALAXY,17.87037,16.53716,15.9048,15.59171,15.34876
SDSSJ010735.75+320502.5,1237680311235445749,16.8989633839745,32.0840581811637,8111,301,4,175,GALAXY,19.57275,18.48385,18.06186,17.07175,16.28015
2MASXJ01055048+3223187,1237680315521106242,16.4603398796854,32.3884809711532,8112,301,4,33,GALAXY,16.78678,15.16669,14.48044,14.14096,13.92914
WHLJ010718.5+320433,1237680311235445562,16.8272842908993,32.0758078439643,8111,301,4,175,GALAXY,20.9031,20.58967,18.99297,18.0853,17.59022
SDSSJ010718.54+320432.9,1237680311235445562,16.8272842908993,32.0758078439643,8111,301,4,175,GALAXY,20.9031,20.58967,18.99297,18.0853,17.59022
SDSSJ010551.87+321950.9,1237680315521106367,16.4661375164656,32.3308252177047,8112,301,4,33,GALAXY,25.37668,21.11307,19.5697,18.71924,18.36864
GALEXASCJ010603.49+323532.5,1237680311772184874,16.5146870684551,32.5922080389978,8111,301,5,173,GALAXY,18.29321,17.99018,18.04898,18.23769,18.1982
SDSSJ010551.20+321953.2,1237680315521106368,16.4633551918913,32.3314597545054,8112,301,4,33,GALAXY,26.16245,20.86191,19.42097,18.67179,18.25871
SDSSJ010602.85+323535.6,1237680311772184875,16.5118848471793,32.5932430351396,8111,301,5,173,GALAXY,25.26545,23.97729,20.88179,19.73151,19.12513
SDSSJ010549.87+322843.4,1237680311772185180,16.4578073287916,32.4787256466652,8111,301,5,173,STAR,24.86341,20.72655,19.92146,19.66601,19.45612
SDSSJ010731.75+324513.1,1237680316058108648,16.8823104941878,32.7536558082841,8112,301,5,35,GALAXY,24.75068,21.75117,20.20871,19.41203,18.84141
SDSSJ010559.63+323446.4,1237680311772185225,16.498456280749,32.579580144741,8111,301,5,173,GALAXY,24.25499,22.43665,20.76906,19.94318,19.53043
SDSSJ010650.52+320528.0,1237680311235380326,16.7105447057527,32.0911138777835,8111,301,4,174,GALAXY,23.00628,22.49842,21.29379,19.98027,19.70351
2MASSJ01090067+3229322,1237680311772447555,17.2527102738971,32.4923256256304,8111,301,5,177,GALAXY,21.83615,20.573,18.91766,18.30265,17.9111
SDSSJ010555.40+323326.2,1237680311772185514,16.4808580743284,32.5572802584498,8111,301,5,173,GALAXY,24.07452,22.42783,20.66613,19.57449,19.14781
SDSSJ010553.95+321538.8,1237680315521106283,16.4748025473182,32.2607702902518,8112,301,4,33,STAR,24.58877,19.78432,18.92796,18.66713,18.56723
SDSSJ010544.78+322001.4,1237680315521106877,16.4366053121569,32.3337213704203,8112,301,4,33,GALAXY,24.19964,22.88647,20.61396,19.47673,19.40166
SDSSJ010545.02+322959.1,1237680311772119934,16.4376196762956,32.4997636640855,8111,301,5,172,STAR,22.793,20.8572,20.55563,20.34011,20.29943
SDSSJ010844.23+323845.2,1237680316058239246,17.1843062420073,32.6458908867142,8112,301,5,37,GALAXY,24.3583,22.18165,20.49922,19.53328,18.947
SDSSJ010900.85+323255.5,1237680316058305019,17.2535414222948,32.548761447084,8112,301,5,38,GALAXY,23.38769,22.18368,20.47592,19.491,19.26128
SDSSJ010826.39+320710.0,1237680311235576339,17.1099819563134,32.1194648257514,8111,301,4,177,GALAXY,22.05907,21.27998,19.80556,19.04404,18.72192
WHLJ010842.6+323922,1237680316058239644,17.1773982224051,32.6562413448516,8112,301,5,37,GALAXY,20.81054,20.9061,19.05621,18.24027,17.73086
SDSSJ010842.57+323922.4,1237680316058239644,17.1773982224051,32.6562413448516,8112,301,5,37,GALAXY,20.81054,20.9061,19.05621,18.24027,17.73086
SDSSJ010725.55+320238.4,1237680311235444833,16.8564955077244,32.0440143514941,8111,301,4,175,GALAXY,22.05454,22.27586,20.48719,19.35313,19.19671
SDSSJ010554.73+323614.7,1237680311772185093,16.4780531692671,32.6040910682202,8111,301,5,173,STAR,21.48537,21.17537,21.0573,20.8723,20.45873
LCSBS0170P,1237680311235510424,17.0720095643987,32.0900324213884,8111,301,4,176,GALAXY,16.99754,15.43774,14.79653,14.4845,14.27374
2MASXJ01085889+3214257,1237680315521433651,17.2457321878632,32.240444709575,8112,301,4,38,GALAXY,17.37765,15.94324,15.52485,15.19415,15.32476
SDSSJ010843.65+323957.0,1237680316058239647,17.1818818749391,32.6658343388778,8112,301,5,37,GALAXY,23.02956,22.12838,20.54782,19.68619,19.22806
WHLJ010811.8+320414,1237680311235510722,17.0492424918093,32.0706447573116,8111,301,4,176,GALAXY,20.47121,19.21403,18.01354,17.51576,17.19668
SDSSJ010634.53+324458.6,1237680316058042924,16.6439176097695,32.7496274392371,8112,301,5,34,GALAXY,23.7257,21.53364,20.17559,19.26103,18.93899
2MASXJ01084354+3208490,1237680315521368334,17.1815947446088,32.1468849316034,8112,301,4,37,GALAXY,21.41604,19.10929,17.67476,17.16062,16.85905
SDSSJ010845.09+324024.6,1237680316058239917,17.1878989158413,32.6735011032586,8112,301,5,37,GALAXY,25.30821,22.71282,20.8697,19.79703,19.28193
SDSSJ010831.20+320626.3,1237680311235576378,17.1300077826634,32.1073117323862,8111,301,4,177,GALAXY,22.33751,21.70464,20.08346,19.21254,18.7353
SDSSJ010853.50+323818.4,1237680316058239750,17.2229305271457,32.6384425064373,8112,301,5,37,STAR,21.55765,20.90598,20.82737,20.60866,20.35825
2MASSJ01055091+3212577,1237680315521106273,16.4621338888862,32.2160580007468,8112,301,4,33,GALAXY,20.30544,18.4116,17.23394,16.76756,16.45024
SDSSJ010841.77+324122.8,1237680316058239629,17.1740757614537,32.6896865971543,8112,301,5,37,GALAXY,21.33303,21.17403,20.10679,19.21868,18.88304
SDSSJ010850.15+323934.5,1237680316058239087,17.2089723425787,32.659602775881,8112,301,5,37,GALAXY,24.25522,21.39276,19.91619,19.11893,18.60956
NGC0374,1237680312309121096,16.7741145959888,32.7950656790268,8111,301,6,174,GALAXY,15.55718,13.66206,12.86234,12.46994,12.17489
SDSSJ010733.04+324801.7,1237680312309186776,16.8877033817142,32.8004994409728,8111,301,6,175,GALAXY,22.24556,20.96599,19.26367,18.607,18.356
CGCG501-077,1237680311772119199,16.3924945265373,32.4296861791757,8111,301,5,172,GALAXY,16.41834,14.63675,13.88746,13.49929,13.21191
2MASSJ01091525+3221516,1237680311772447197,17.3138034819558,32.3643133631234,8111,301,5,177,GALAXY,21.968,20.0017,18.41836,17.86066,17.58169
SDSSJ010907.47+321509.6,1237680315521434233,17.2811550130241,32.2526736259378,8112,301,4,38,GALAXY,23.37693,21.41678,20.07705,18.90573,18.53693
SDSSJ010842.57+324157.1,1237680316058239635,17.1773823799166,32.6992104653643,8112,301,5,37,GALAXY,23.32616,22.04065,20.81693,19.83628,19.2668
SDSSJ010756.84+324731.1,1237680312309187324,16.9868590587818,32.7920055439748,8111,301,6,175,GALAXY,26.17484,22.42048,21.05836,20.02864,19.55282
SDSSJ010728.51+320056.9,1237680311235445710,16.8688079465911,32.0158089924551,8111,301,4,175,GALAXY,21.06862,20.20125,18.50126,17.94484,17.76255
AT2017hqa,1237680316058239278,17.2466878376202,32.6342445602631,8112,301,5,37,GALAXY,15.79911,13.94931,13.12883,12.71647,12.42764
SDSSJ010753.53+324755.2,1237680312309186966,16.9730707907648,32.7986846443069,8111,301,6,175,GALAXY,22.33965,21.68701,19.94632,19.0974,18.74963
SDSSJ010532.05+322215.3,1237680315521106540,16.3835580852193,32.3709308279058,8112,301,4,33,GALAXY,25.71369,22.52072,20.29919,19.36539,18.93027
SDSSJ010907.63+321417.2,1237680315521434234,17.2818072659559,32.2381231587307,8112,301,4,38,STAR,22.91802,20.36545,20.06989,19.91881,19.7345
SDSSJ010856.90+321030.3,1237680315521433851,17.23708103402,32.1751004106542,8112,301,4,38,STAR,19.19082,18.24833,17.96793,17.89298,17.87012
SDSSJ010540.14+323434.5,1237680311772119875,16.4172526393626,32.5762584015396,8111,301,5,172,GALAXY,21.75262,21.80758,20.48686,19.51348,19.11214
SDSSJ010630.59+320328.4,1237680311235379928,16.6274829656738,32.0579082529315,8111,301,4,174,GALAXY,21.59012,20.77622,20.26134,19.55719,19.11458
SDSSJ010827.03+320423.3,1237680311235576355,17.1126275822396,32.0731493154183,8111,301,4,177,STAR,21.92374,21.39722,20.80779,20.36563,19.81178
SDSSJ010543.48+321310.5,1237680315521106014,16.4311919510426,32.2195817922905,8112,301,4,33,GALAXY,22.04618,22.26058,21.58468,20.44326,20.69063
SDSSJ010609.56+324319.4,1237680316057977554,16.5398549590289,32.7220486173205,8112,301,5,33,GALAXY,22.66201,21.723,20.57824,19.43957,19.07451
2MASXJ01053291+3217505,1237680315521105995,16.3871276502126,32.2972563641683,8112,301,4,33,GALAXY,19.59011,17.48602,16.57599,16.11186,15.77001
2MASSJ01052821+3226544,1237680311772119474,16.3675601929253,32.4484401994686,8111,301,5,172,GALAXY,21.80412,19.17693,17.86118,17.33663,16.99413
SDSSJ010751.44+324852.6,1237680312309186965,16.9643518793288,32.8146320673771,8111,301,6,175,STAR,20.94848,20.19937,20.03076,20.04296,20.00324
SDSSJ010617.13+320429.4,1237680311235379809,16.5713989650011,32.0748428703301,8111,301,4,174,GALAXY,22.20701,22.03774,20.67513,19.63117,19.4882
SDSSJ010539.06+323541.9,1237680311772120059,16.4127544305289,32.5949893739,8111,301,5,172,GALAXY,23.72952,22.93657,21.44838,20.36391,19.99733
SDSSJ010535.88+323417.5,1237680311772119386,16.399504663949,32.5715439225573,8111,301,5,172,GALAXY,24.59118,22.09827,20.34071,19.56997,19.04222
2MASSJ01052764+3221395,1237680315521106142,16.3652131961243,32.3609317656992,8112,301,4,33,STAR,19.19426,17.94302,17.54756,17.39869,17.39828
NSA128663,1237680311235576073,17.1828335146006,32.1018256875883,8111,301,4,177,GALAXY,19.09232,17.57839,16.93556,16.64364,16.43298
2MASSJ01091189+3235356,1237680316058304888,17.2995242089932,32.5932299229915,8112,301,5,38,GALAXY,20.96201,19.14017,17.93307,17.35982,16.97457
SDSSJ010604.33+320622.6,1237680311235314128,16.5180428586053,32.1062804055943,8111,301,4,173,GALAXY,21.82664,21.06556,19.24366,18.6301,18.27425
SDSSJ010833.32+324520.1,1237680316058239187,17.1388462072154,32.7555860596119,8112,301,5,37,GALAXY,23.53367,22.0869,20.59224,19.84196,19.49368
SDSSJ010653.84+324910.6,1237680312309121585,16.7243415163003,32.8196227650691,8111,301,6,174,GALAXY,21.14799,21.51609,20.0946,18.95374,18.48307
SDSSJ010909.96+323700.3,1237680316058305055,17.2915225787436,32.616777587535,8112,301,5,38,GALAXY,23.58198,21.93715,20.39974,19.57555,19.18017
