objID ra dec
1237680311772250464 16.7650049756796 32.3895546788151
1237680315521237319 16.7928263637264 32.3468723190341
1237680311772250198 16.6854659937829 32.4185860672176
1237680315521302864 16.9666914644569 32.2561078992514
1237680311772381486 17.066149496098898 32.4990110334312
1237680311772250409 16.724121334591597 32.5786091476311
1237680311772381573 17.1083480233428 32.4312371676021
1237680315521237364 16.8153115592391 32.1943592391613
1237680311772381519 17.094221293273698 32.54968509602811
1237680315521237340 16.7980313307194 32.1703931639431
1237680315521368099 17.0783388158754 32.2267953707609
1237680315521433819 17.2300886724699 32.3252905215593
1237680315521433651 17.2457321878632 32.240444709575
1237680311235576073 17.1828335146006 32.1018256875883
1237680311772119289 16.2946820657176 32.454753151963
1237680316057977033 16.468707020861 32.761252705991105
1237680316058370301 17.433191910752303 32.6178317429174
1237680312309317964 17.359933421435798 32.7712466888176
1237680314984235408 16.4443915787587 31.946477448007307
1237680316058370081 17.4511622312855 32.703189318385704
1237678892277235796 16.6914888605342 33.2319063572428
1237680310698377466 16.278864156656898 31.729536475234895
1237678892277235920 16.786471613515403 33.3107426609722
1237680312308859039 15.995760123810301 32.9631133704356
1237680316595306651 17.6852487348198 33.031432892276804
1237680316058566803 17.9847030720598 32.4672238785562
1237678806920331280 20.9960388802271 33.3315010431732
1237678806920266014 20.8476904762671 33.3816896619527
1237666214615253236 20.7156085417502 33.5171811078037
1237678893352419722 20.8111997925048 33.5627375065723
1237666214615187800 20.548924198370106 33.4491779653176
1237678892815810897 21.4277858768573 33.0878030608327
1237678806383198451 20.3258549061143 33.1586668444904
1237666214078513572 21.1036183396073 33.76832048140989
1237666214078513307 21.1499831451906 33.759670911349
1237666214615384350 20.5979105586932 33.814961103825496
1237666215152124183 20.1571966683494 33.5570716182146
1237678893889356163 21.0255371707972 34.0126744187881
1237666214615450070 20.621599924410997 34.0400148159639
1237666214615515234 20.756613023116802 34.1339883572655
1237661059574334104 49.935962244796286 41.4464621386771
1237670960021374406 49.862516080102786 41.4546161207848
1237661059574333649 49.928689656782396 41.6007242293514
1237661059574334013 49.97050602745 41.60878551268161
1237661122388034402 49.9066992265763 41.3800473551305
1237661059574269233 49.758831541001214 41.6199281631011
1237661055281726031 49.686731402472404 41.5114441278751
1237661059574268293 49.7414833652148 41.6350645495977
1237661055281726775 49.7128793782931 41.3923537508079
1237661059574464709 50.2357250698434 41.438850439647396
