objID,ra,dec,psfMag_u0,psfMag_g0,psfMag_r0,psfMag_i0,psfMag_z0,fiberMag_u0,fiberMag_g0,fiberMag_r0,fiberMag_i0,fiberMag_z0,fiber2Mag_u0,fiber2Mag_g0,fiber2Mag_r0,fiber2Mag_i0,fiber2Mag_z0,petroMag_u0,petroMag_g0,petroMag_r0,petroMag_i0,petroMag_z0,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,petroR50_u,petroR50_g,petroR50_r,petroR50_i,petroR50_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,q_u,q_g,q_r,q_i,q_z,u_u,u_g,u_r,u_i,u_z,mE1_u,mE1_g,mE1_r,mE1_i,mE1_z,mE2_u,mE2_g,mE2_r,mE2_i,mE2_z,mRrCc_u,mRrCc_g,mRrCc_r,mRrCc_i,mRrCc_z,mCr4_u,mCr4_g,mCr4_r,mCr4_i,mCr4_z,mE1PSF_u,mE1PSF_g,mE1PSF_r,mE1PSF_i,mE1PSF_z,mE2PSF_u,mE2PSF_g,mE2PSF_r,mE2PSF_i,mE2PSF_z,mRrCcPSF_u,mRrCcPSF_g,mRrCcPSF_r,mRrCcPSF_i,mRrCcPSF_z,mCr4PSF_u,mCr4PSF_g,mCr4PSF_r,mCr4PSF_i,mCr4PSF_z,deVRad_u,deVRad_g,deVRad_r,deVRad_i,deVRad_z,deVAB_u,deVAB_g,deVAB_r,deVAB_i,deVAB_z,deVMag_u0,deVMag_g0,deVMag_r0,deVMag_i0,deVMag_z0,expRad_u,expRad_g,expRad_r,expRad_i,expRad_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,expMag_u0,expMag_g0,expMag_r0,expMag_i0,expMag_z0,cModelMag_u0,cModelMag_g0,cModelMag_r0,cModelMag_i0,cModelMag_z0,aperFlux7_u,aperFlux7_g,aperFlux7_r,aperFlux7_i,aperFlux7_z,fracDeV_u,fracDeV_g,fracDeV_r,fracDeV_i,fracDeV_z,dered_u,dered_g,dered_r,dered_i,dered_z,PhotoZ
1237661059574531029,50.4849246036073,41.2983642796027,20.76368,19.09062,18.38968,18.35318,17.86719,20.27113,18.51713,17.79716,17.4698,17.19125,21.01604,19.24894,18.525,18.19773,17.91544,18.28427,16.63562,15.89749,15.60612,15.43147,9.436139,7.493188,7.757533,7.483556,6.978681,4.139399,3.389401,3.480036,3.37091,3.095119,9.690282,8.526848,8.732476,8.385956,7.556327,-0.1016417,-0.08641618,-0.07809517,-0.09229311,-0.09351602,0.05234781,0.07279889,0.07164343,0.07355838,0.07054865,-0.2976288,-0.1822113,-0.1835072,-0.1946459,-0.2160728,0.308125,0.2673762,0.2502104,0.2743653,0.2706363,50.98584,44.74957,42.85313,38.70239,37.5931,2.522426,2.444539,2.476809,2.501673,2.463947,0.3057726,0.005145953,0.04478382,-0.1484242,-0.158585,0.09958252,0.1339809,0.1205079,0.1307867,-0.1716046,3.014344,2.104116,1.912631,1.19456,1.695694,2.071623,2.116964,2.097607,2.432486,2.147095,9.412645,7.684505,7.698857,7.375192,7.360328,0.7240075,0.6664159,0.6736271,0.6710873,0.6438454,17.88196,16.25388,15.52787,15.24983,15.01276,3.573015,3.322862,3.588742,3.298689,3.05096,0.7232923,0.6939481,0.6675516,0.692526,0.6629713,18.49245,16.76047,15.98775,15.73726,15.55417,18.19402,16.54102,15.76926,15.51178,15.27039,21.03096,117.9831,266.0271,384.8878,500.5312,0.4192044,0.3767509,0.4226756,0.4073223,0.4620419,18.52188,16.71444,15.98779,15.68766,15.43556,0.090836
1237661059574595607,50.6002605580709,41.3399927790753,23.9343,24.56841,17.86769,18.0643,22.61808,16.77178,14.80007,15.96436,15.83133,13.74303,17.30725,15.33324,16.67555,16.5041,14.27435,23.94167,24.57699,15.9146,16.04524,22.62868,2.970065,2.969896,2.707577,3.225878,2.97018,-9999,-9999,1.406579,1.508025,-9999,-9999,-9999,3.18561,3.521797,-9999,0.3262971,0.3262971,0.08086807,0.02823401,0.3262971,-0.2093114,-0.2093114,-0.1176226,-0.02844877,-0.2093114,-9999,-9999,0.09825358,0.3173113,-9999,-9999,-9999,-0.08881931,-0.2044904,-9999,-9999,-9999,13.24686,15.17045,-9999,-9999,-9999,0.9510886,2.187551,-9999,0.2552111,-0.02015249,-0.03897584,0.003050907,-0.1383703,0.09872455,0.1310269,0.009307761,0.1072355,-0.158423,2.881889,2.126567,1.613713,1.111481,1.750986,2.065632,2.114981,2.216411,2.427444,2.10944,0.03704105,0.03687934,2.850298,2.416889,0.03685954,0.372648,0.3670931,0.8167848,0.8298513,0.3666752,23.93415,24.56854,16.88063,16.60744,22.61818,0.03601875,0.03621397,1.962464,1.709758,0.03624252,0.3885604,0.3866264,0.8584127,0.8716784,0.3861071,23.93415,24.56854,16.47252,16.14458,22.61818,23.93415,24.56854,16.55876,16.32166,22.61818,3.795572E-05,1.575368E-05,313.9039,306.993,0.0001558213,1,1,0.2436986,0.4335636,1,23.93338,24.56646,16.47256,16.03903,22.61597,-9999
1237661122388033751,49.7953123051173,41.2695005420654,23.89949,24.54078,19.75459,17.73382,22.6075,20.92671,19.21792,18.40461,17.71176,17.64325,21.79159,19.94505,19.07328,18.4342,18.33242,29.21993,31.56772,16.36635,13.87187,29.15161,2.970949,2.970429,15.15493,17.75554,2.969725,-9999,-9999,7.837557,9.101477,-9999,-9999,-9999,13.17358,17.18131,-9999,0.328384,0.328384,-0.1631998,-0.132554,0.328384,-0.1326044,-0.1326044,0.041021,0.04816212,-0.1326044,-9999,-9999,-0.4518575,-0.1647719,-9999,-9999,-9999,0.4317763,0.07730956,-9999,-9999,-9999,579.501,306.5676,-9999,-9999,-9999,1.924978,0.6116359,-9999,0.03937382,-0.07158621,-0.03414261,-0.07453445,-0.1083537,-0.07673298,-0.06765816,0.01750755,-0.003477205,-0.01609008,9.819585,8.341233,5.833506,6.765109,5.922992,2.096584,2.114314,2.105976,2.098542,2.130509,0.04512771,0.03513094,29.66093,29.66525,0.03491616,0.5158079,0.4335784,0.5118322,0.9256058,0.4342249,23.89919,24.54129,15.87861,13.4763,22.60777,0.04398679,0.03547421,12.72914,12.74607,0.03570397,0.5208724,0.4311108,0.4998618,0.6745096,0.428488,23.89919,24.54129,16.19135,13.8446,22.60777,23.89919,24.54129,16.19135,13.8446,22.60777,5.862883E-05,1.789449E-05,88.74943,767.6549,0.0001608121,0,0,0,0,0,25.57196,26.73578,16.19134,14.00135,24.54598,-9999
1237661055818334860,49.3055959744851,42.1141786714249,24.02066,21.84707,20.61214,19.34019,22.64378,22.04345,21.104,20.32782,19.1866,18.83649,22.86074,21.9456,21.01576,19.81515,19.38763,25.92252,17.76504,16.98701,16.17392,25.71121,2.969958,18.01948,18.01844,27.9193,2.969865,-9999,6.825564,6.842391,7.647099,-9999,-9999,12.38758,9.749219,14.55095,-9999,0.4332666,-0.1199441,-0.2279674,-0.03726407,-0.6199356,0.0001566009,0.02040307,0.03818071,0.02089399,0.1138547,-9999,-0.2835311,0.0842723,-0.02002785,-9999,-9999,0.3794796,-0.04857426,0.1051596,-9999,-9999,524.4917,3.90391,1.865262,-9999,-9999,1.798574,2.550541,2.290774,-9999,0.1121362,-0.05706373,-0.01845728,-0.01392834,-0.169322,0.1351643,0.08825322,0.005898486,0.1406516,-0.06571025,2.439139,2.339157,1.870595,1.303978,1.601248,2.084067,2.104387,2.087661,2.321928,2.178868,0.03645201,29.667,29.66553,29.66846,0.03656819,0.3199125,0.9885564,0.5506684,0.6761101,0.1856325,24.02136,16.77828,16.24878,15.4721,22.64448,0.03621467,12.74555,15.87878,10.25779,0.03959819,0.3459936,0.4999913,0.3654024,0.6769791,0.2267651,24.02136,17.42234,16.48191,16.08715,22.64437,24.02136,17.42234,16.48191,15.7658,22.64437,4.482285E-05,28.32197,68.46926,127.9708,-0.2657878,0,0,0,0.4519767,0,24.76363,17.34883,16.48192,15.98133,24.45912,-9999
1237661059574268461,49.849493642492,41.692411543124,21.11736,19.77534,19.19613,19.01377,18.55737,20.65019,19.19647,18.48939,18.14948,17.93147,21.38747,19.93532,19.22183,18.8816,18.66245,18.50079,17.14685,16.41212,16.06644,15.88303,11.85299,8.574658,9.152423,8.973664,8.779138,4.95837,3.849148,3.997437,4.07933,4.005716,11.30555,10.28479,10.95189,11.48417,10.5585,0.03792305,0.07713678,0.06068265,0.0691195,0.04801951,0.05703801,-0.08136774,-0.09386429,-0.09358025,-0.1225719,0.02271392,0.1818825,0.1661708,0.1623822,0.1620423,-0.3588072,-0.3980812,-0.394014,-0.4022949,-0.4348274,94.47324,56.11858,53.46383,49.63078,52.79052,2.418162,2.434377,2.457059,2.477154,2.453834,0.2748342,0.006917608,0.01246381,-0.1589606,-0.0961579,0.113315,0.1157999,0.1196885,0.1141385,-0.1624044,3.213533,2.063811,1.639087,1.392636,1.75523,2.088125,2.116133,2.19162,2.045713,2.109148,12.31933,9.663413,9.891901,9.428843,10.07845,0.7314532,0.5669063,0.5866574,0.5877095,0.5788738,18.03723,16.75236,16.02426,15.73301,15.46411,4.489938,3.970726,3.896653,3.99457,3.781582,0.6678852,0.5834055,0.5843101,0.601394,0.5710583,18.70835,17.29081,16.60421,16.26858,16.08755,18.33295,17.10181,16.32856,16.01445,15.76634,14.06619,64.76707,144.1628,216.2785,282.8573,0.4828647,0.2961569,0.4093706,0.4135705,0.4438005,18.32767,16.72753,16.02426,15.70709,15.48077,0.048235
1237661122387903518,49.5183697511162,41.3697430176767,20.67146,19.32658,18.96131,18.57138,18.34121,21.06285,19.75894,18.99969,18.6737,18.44409,21.98362,20.54656,19.76899,19.45532,19.2321,19.02835,17.31811,16.49164,16.16014,16.13378,9.107988,9.693357,10.23682,10.22586,9.141872,3.608007,4.383608,4.665434,4.606395,3.908398,6.23361,8.548377,9.990156,9.670062,7.341971,-0.1411887,-0.05027656,-0.0519953,-0.05149341,-0.05668926,-0.03143811,0.04962678,0.07033933,0.0662606,0.08290955,-0.2329655,-0.1422779,-0.1493491,-0.1449259,-0.1833814,-0.1537159,0.3365333,0.4012864,0.4074467,0.4307927,180.5568,150.0504,144.5662,145.2813,137.1514,2.28442,2.273695,2.30121,2.290349,2.218271,0.03095128,-0.04307721,-0.02679028,-0.06210792,-0.08739218,-0.07982704,-0.07068846,0.01298848,-0.04532667,0.004857438,9.097621,8.951226,5.266893,5.520178,5.417259,2.098357,2.118269,2.086763,2.105577,2.116267,9.908478,13.797,15.35054,15.34584,14.37068,0.8000824,0.6127921,0.608547,0.6068847,0.5489603,18.35929,16.68673,15.88934,15.54061,15.42278,4.595019,5.273146,5.444278,5.467583,5.22831,0.7320245,0.667003,0.6309614,0.6310313,0.5850959,18.78462,17.23659,16.49271,16.13258,15.99522,18.78462,17.23659,16.45136,16.11835,15.99522,13.70256,58.14383,134.739,202.1124,261.2833,0,0,0.05223062,0.018186,0,18.72744,17.22555,16.49272,16.13682,15.92695,0.072112
1237670959484305806,49.9518485281632,40.8728224326525,23.96634,24.65815,19.84837,19.59166,22.65281,22.05169,20.02227,19.74047,19.36348,19.5479,22.81151,20.78846,20.44481,20.10848,20.28411,26.51306,28.96701,16.12972,15.55983,26.51568,2.970287,2.970501,14.9074,16.86366,2.970647,-9999,-9999,7.512855,8.502122,-9999,-9999,-9999,12.92131,16.16203,-9999,0.5777592,0.3185448,0.1264491,0.06276457,0.2383382,-0.00020131,0.0001068214,0.004348028,-0.00576175,-0.07111143,-0.7189333,-9999,-9999,0.2214992,-9999,-0.6950791,-9999,-9999,-0.05207968,-9999,0.1833548,-9999,-9999,654.6042,-9999,0.01405589,-9999,-9999,1.967177,-9999,0.06390865,-0.0681817,-0.05288241,-0.1172517,-0.1688254,0.08969089,0.05550202,0.258769,0.230244,0.005315135,4.747506,4.587433,4.658394,4.011571,3.713264,2.079659,2.109123,2.046332,2.039836,2.070381,0.03015112,0.03356351,29.67469,29.67468,0.03048694,0.09520109,0.4745722,0.8507545,0.8523931,0.5544009,23.97263,24.6583,15.41205,14.98689,22.65251,0.02784152,0.02524614,11.34887,10.35376,0.03393987,0.1588519,0.476974,0.674076,0.8665518,0.5493037,23.97262,24.6583,15.9223,15.46172,22.65251,23.97263,24.6583,15.9223,15.46172,22.65251,0.009271275,1.769786E-05,127.7174,193.9798,0.0001561297,1,1,0,0,0,25.24591,27.95073,15.9223,15.48839,24.6606,-9999
1237670960021111926,49.4104878034752,41.0114247610369,20.41433,19.06416,18.66763,18.43788,18.33854,20.45771,19.02734,18.48791,18.23764,18.0162,21.138,19.74814,19.2121,18.97655,18.75528,18.53439,16.75378,16.18087,15.90128,15.85341,9.54003,11.18376,11.60466,11.69078,9.336174,3.612291,4.973462,4.9683,4.943264,4.238104,8.127394,13.90165,13.00548,12.78011,10.44467,-0.08177544,-0.0777919,-0.07815536,-0.08573681,-0.06400289,0.1302356,0.1329174,0.1357617,0.143869,0.1357413,-0.09037567,-0.1640394,-0.1498559,-0.1630168,-0.1090663,0.6393872,0.6622409,0.6964521,0.7044206,0.704864,75.65614,93.17837,99.86647,109.2831,96.41798,2.447137,2.452047,2.471235,2.45847,2.490059,-0.01901648,-0.0588165,-0.02155906,-0.03674823,-0.1236206,0.09699808,0.01562904,0.1669477,0.13317,0.04898549,4.761586,4.492034,3.662176,3.328911,2.880165,2.075698,2.097844,2.069953,2.082941,2.103031,11.85766,13.82826,15.22326,15.35116,15.14013,0.3000069,0.3458081,0.336223,0.3343713,0.3259708,18.03415,16.37869,15.7602,15.47299,15.31402,5.01502,5.804476,5.921829,5.934052,5.17814,0.3516131,0.3604093,0.3543836,0.3519641,0.3725558,18.5185,16.91735,16.32569,16.03109,15.95605,18.26345,16.60201,16.03312,15.78256,15.66023,17.39536,82.59707,162.8424,229.4419,289.8806,0.4709798,0.5246615,0.4525275,0.3827499,0.3883778,17.80681,16.32547,15.76021,15.4766,15.30016,0.030299
1237661055818465985,49.7217381181006,41.9863874682017,23.95207,21.02493,21.11959,21.37291,22.62337,20.80307,19.73308,19.70325,19.01121,19.03872,21.65931,20.68149,20.58922,19.83769,19.79729,27.46422,15.01152,15.34777,15.98337,27.34507,2.969635,15.76998,16.11465,21.80073,2.969888,-9999,7.26831,7.256348,9.934968,-9999,-9999,16.04226,16.69315,19.40786,-9999,0.2442781,0.1735277,0.1862961,0.1273586,-0.2790318,-0.08568862,0.1539309,0.155494,0.0833487,-0.03417068,-9999,0.1827444,0.1711745,0.07982433,-9999,-9999,0.6517284,0.6049733,0.5536755,-9999,-9999,193.1957,237.7138,114.1385,-9999,-9999,0.8929121,0.819827,0.3310895,-9999,0.09949681,-0.07016236,0.008612746,-0.02178888,-0.1695278,0.1119788,0.1066331,0.06031429,0.07053275,-0.05614202,2.827743,2.109647,1.833164,1.268114,1.47033,2.089006,2.101054,2.075815,2.391143,2.26811,0.03442892,29.6718,29.66867,29.66668,0.03547309,0.5366324,0.5702254,0.5497251,0.5644722,0.5062907,23.95174,15.28966,15.59903,15.94963,22.62342,0.03460283,15.88031,15.92962,16.35954,0.03681063,0.5352353,0.277541,0.3669914,0.4297299,0.4946286,23.95174,15.34142,15.55645,15.9479,22.62342,23.95174,15.34142,15.55645,15.9479,22.62342,4.516285E-05,307.9943,262.9974,108.8909,0.0001576799,0,0,0,0,0,24.41389,15.24984,15.55643,16.062,24.01494,-9999
1237661060111336113,50.650556256591,41.6947053117643,21.71903,21.4284,19.91867,20.13136,20.3524,19.04774,17.70952,17.70833,17.15186,17.80277,19.86603,18.47141,18.51798,17.96211,18.56573,16.40467,18.46822,16.10922,15.92921,17.34951,43.7729,2.969977,27.6682,20.64984,20.02458,17.7462,7.51988,7.914221,9.447139,6.337364,24.98084,16.93636,20.73709,21.70339,11.35001,-0.1419917,-0.1715408,-0.1022234,0.09459604,-0.2140636,-0.05863134,-0.08161426,-0.1195642,-0.02324448,-0.04799971,-0.4108766,-0.6793286,-0.6582692,-0.6730519,-0.6751518,-0.6640295,-0.6887943,-0.7346321,-0.7177369,-0.6825188,467.7667,65.40516,255.2641,261.2272,38.35758,1.40157,2.268629,2.284849,2.498989,2.537624,0.1450811,-0.008003448,-0.004988506,-0.04911312,-0.1812661,0.03646937,0.06875985,-0.02519254,0.004694158,-0.1085121,2.795632,2.15565,1.59139,1.001114,1.445573,2.070215,2.114712,2.189351,2.602838,2.277317,29.66816,16.09096,29.66283,29.67334,24.01831,0.1459705,0.1810219,0.2079593,0.7187501,0.243436,17.14541,18.52876,15.7452,15.37828,16.80597,47.64558,5.008533,9.388872,8.946646,11.29423,0.05,0.1175925,0.2300407,0.9214529,0.2489742,16.16046,19.46844,16.45262,16.02421,17.19321,16.34065,18.52876,15.92397,15.37828,16.80597,10.20098,11.81507,116.105,121.31,55.35673,0.2564425,1,0.6829031,1,1,17.04407,17.94534,15.7452,15.98053,16.67375,0.117383
1237661122387968730,49.6152258885157,41.3213174238366,20.00204,18.38198,17.80763,17.39305,17.1219,20.45698,18.76598,17.973,17.61021,17.33254,21.18441,19.44382,18.65331,18.29571,18.02071,19.24582,17.23708,16.4555,16.08731,15.85443,4.280292,5.96231,6.027709,5.911722,5.636128,2.125053,2.696528,2.641057,2.63515,2.534331,4.615299,6.35361,6.394134,6.331029,5.952132,0.08064713,0.01595482,0.02121944,0.02114969,-0.01461797,-0.03632283,0.01694311,0.01007635,0.01455745,0.02994354,-0.05080203,0.02659792,0.06078677,0.04834059,0.01852221,-0.04389796,0.04886752,0.07966158,0.08114431,0.1013305,26.25165,39.37422,31.3622,33.45522,33.0153,2.34708,2.320924,2.369717,2.356246,2.337721,0.04520097,-0.04826036,-0.01490461,-0.02855484,-0.08165687,-0.08042549,-0.07065583,0.07647007,-0.02941635,-0.003978934,9.400002,8.721644,5.653116,5.855411,5.819901,2.094411,2.116871,2.097329,2.106315,2.12565,2.848322,3.589983,3.73723,3.844547,3.772161,0.5501677,0.8517686,0.890139,0.8715808,0.8550091,19.03821,17.00448,16.21292,15.81418,15.55988,1.620573,2.27665,2.256838,2.268657,2.026751,0.7510571,0.8731771,0.8803054,0.8709974,0.8835793,19.34124,17.29843,16.54741,16.14941,15.94288,19.03821,17.14398,16.33191,15.95334,15.71356,9.154621,70.14246,170.1156,263.0195,355.7699,1,0.4916322,0.6084974,0.5471456,0.5559797,18.75791,16.9685,16.21293,15.8237,15.55329,0.057736
1237661055281594421,49.2842438443606,41.7045780881608,20.38584,18.57975,17.67609,17.36373,16.97355,20.44203,18.46341,17.52825,17.15662,16.86444,21.02221,19.0765,18.14222,17.77148,17.47643,19.16584,17.08333,16.186,15.80173,15.54858,4.947219,7.502123,6.259315,6.320079,6.012374,2.418775,2.654325,2.493608,2.534521,2.406854,6.45391,8.817365,8.508787,8.728452,8.187318,0.01801394,0.02501212,0.02498707,0.01234007,0.02622929,0.00395673,-0.003994585,0.01610708,0.004658628,-0.02822499,0.02856912,0.003041558,0.02339144,-0.01172285,-0.04195116,0.2355109,0.02556878,0.06626356,0.06720928,-0.08222183,6.83027,6.21617,6.045485,5.161738,6.094643,2.123518,2.374446,2.356102,2.363207,2.333123,0.1810021,-0.1017612,-0.02050897,-0.08592972,-0.1114888,0.09275225,0.1378417,0.1986493,0.1141878,-0.1089321,3.118954,2.174096,2.015081,1.677454,2.087385,2.079562,2.111363,2.062379,2.12265,2.093284,1.929395,2.212908,2.268667,2.223859,1.836765,0.8001484,0.9156656,0.9182643,0.9475081,0.9211595,19.25116,17.17439,16.22658,15.85795,15.65651,1.001412,1.221962,1.470256,1.240447,0.9920777,0.7678878,0.9115322,0.8752335,0.9616207,0.9113135,19.72131,17.63548,16.64194,16.32316,16.10562,19.25116,17.17439,16.22658,15.85795,15.65651,10.90566,76.56229,206.9479,317.4561,437.1022,1,1,1,1,1,19.11574,17.15895,16.22656,15.85423,15.54488,0.104552
1237661056355467394,50.2068029277648,42.1750032952609,23.86177,17.4438,17.88229,12.87135,22.59649,14.86361,15.63697,15.52249,15.73348,13.17367,15.41293,16.35703,16.23341,16.48314,13.71842,23.86146,15.72175,15.83807,12.87351,22.61908,2.96959,2.885543,2.981868,3.337785,2.969264,4.250278,1.457561,1.515303,1.636983,-9999,4.893528,3.351049,3.545908,3.698267,-9999,0.328384,-0.02216535,0.1546379,0.1018725,0.328384,-0.1326044,0.05882645,-0.004980091,0.0532791,-0.1326044,-9999,0.03259565,0.1804643,0.1054648,-9999,-9999,0.02459241,0.05104896,0.04051579,-9999,-9999,12.70644,14.00809,14.8125,-9999,-9999,0.9591761,0.9213403,0.8219061,-9999,-0.08049297,-0.158216,-0.01214561,-0.02931955,-0.1365474,0.08503585,0.07095396,0.08214866,-0.02751746,-0.01973482,2.100618,2.162605,1.540632,1.32019,1.145227,2.104759,2.109639,2.232677,2.329314,2.481231,5.669845,3.030486,2.124257,2.126136,0.03679751,0.9976813,0.8926433,0.8696195,0.9997415,0.4155114,23.46675,16.70197,16.66141,16.34465,22.59657,59.32801,2.060097,1.748983,1.987903,0.03657059,0.8357898,0.9289078,0.9350994,0.8750249,0.4166556,17.77382,16.33183,16.07038,15.60046,22.59658,23.46675,16.41546,16.15514,15.66206,22.59658,4.052252E-05,302.1796,320.129,5340.751,0.0001771969,1,0.2566432,0.178896,0.1111805,0,23.86178,16.46715,16.07038,12.91452,22.59654,-9999
1237661059574202482,49.6099450288978,41.8187317443038,22.27602,20.66656,19.98675,20.07224,19.56769,21.53118,20.13297,19.40372,19.08313,18.93316,22.33112,20.87195,20.15276,19.84999,19.68973,27.00891,27.09109,16.4711,15.94453,26.68749,2.969903,8.177211,21.27453,2.970359,7.452979,-9999,-9999,9.202522,12.32554,-9999,-9999,-9999,31.84579,34.48092,-9999,9.594676,-0.03056869,0.03864751,0.03984793,-0.04125879,-0.9546438,-0.0102976,0.01347508,0.01247039,0.02607971,0.03850825,-0.03020358,-0.09113856,-0.1157271,-0.03253565,-0.07392872,0.0533787,0.09885503,0.08065992,0.06539282,19.94283,60.30666,81.03549,75.90657,65.18934,0.7019832,2.446761,2.426761,2.374856,2.360889,0.2137221,0.02412681,0.03572053,-0.1656553,-0.152244,0.1397871,0.105085,0.288401,0.0001706813,-0.2031586,2.893588,2.252084,2.29961,0.8284687,1.844607,2.064297,2.115816,2.104305,2.141714,2.189781,14.617,0.04642623,14.54065,16.61304,3.304698,0.4189697,0.9997023,0.922357,0.9068838,0.9998168,19.14366,20.49603,16.25665,15.7998,17.23642,4.623353,2.737893,4.520639,4.812001,0.05213876,0.4670906,0.9999297,0.8734011,0.937534,0.9996739,19.82094,18.30496,17.07665,16.68334,19.43647,19.82094,18.35083,16.47645,15.7998,19.43647,6.063266,30.42569,77.18591,114.2735,123.2281,0,0.04770528,0.6542761,1,0,18.85699,17.16117,16.25673,15.90443,15.9554,0.081103
1237661122387902499,49.3805249709242,41.4524296226897,23.95451,19.55981,20.42005,19.84581,22.62422,20.80647,20.11571,20.07126,19.70255,20.26429,21.55823,21.04146,21.03732,20.58429,21.06318,27.94539,15.39434,15.82831,15.1958,27.12788,2.9695,17.48703,27.92207,17.87769,2.969797,-9999,8.888362,8.543055,9.004086,-9999,-9999,14.4298,13.49431,15.56787,-9999,-0.4784954,0.1280797,0.1385427,0.1340497,-0.4190897,-8.032316E-05,0.03428006,0.03148298,0.02053511,-6.826589E-05,-9999,0.2438159,0.1107885,-9999,-9999,-9999,0.4486206,0.3912418,-9999,-9999,-9999,405.138,444.2594,-9999,-9999,-9999,0.7711101,0.5498158,-9999,-9999,0.03669855,-0.05871778,-0.03414014,-0.07708628,-0.07876883,-0.07214119,-0.07400516,-0.02631562,-0.01497316,-0.0127965,8.591203,8.927356,5.3074,5.213634,5.265984,2.103199,2.113098,2.086839,2.096633,2.113958,0.04256709,29.66855,29.67471,29.6706,0.03625031,0.4112554,0.5310357,0.720274,0.8727541,0.3596336,23.95469,15.15927,15.37665,14.80224,22.62431,0.04289178,16.04923,15.88067,15.87869,0.03613992,0.4016967,0.3719339,0.3987841,0.4737878,0.3599329,23.95469,15.26236,15.62032,15.04289,22.62431,23.95469,15.26236,15.62032,15.04289,22.62431,5.894243E-05,147.4369,129.9698,225.374,0.0001608854,0,0,0,0,0,24.03813,15.24821,15.62032,15.13019,25.1853,-9999
1237661059574399641,50.0308283659175,41.3882932987744,17.96346,16.76205,16.38611,16.25545,16.24197,18.20214,16.91116,16.50118,16.39868,16.37069,18.7082,17.44111,17.03175,16.9387,16.90885,17.85135,16.52918,16.10785,15.97153,15.93847,1.51451,1.39459,1.360859,1.505809,1.507798,0.7237912,0.6497059,0.6357418,0.6799679,0.6884309,1.665193,1.576213,1.632262,1.762031,1.819322,0.1099986,0.05540794,0.03181491,0.0004841365,-0.01054969,-0.04496347,-0.02897535,-0.03055443,-0.02623574,-0.1053204,0.274845,0.1166531,0.04368623,-0.09678846,-0.01475859,-0.09126115,-0.05621735,-0.07461987,0.05803885,-0.3111254,3.982486,2.645884,2.287873,2.091446,2.849702,2.123352,2.222831,2.288845,2.273867,2.230673,0.2592756,0.03502831,-0.03223322,-0.1763388,-0.1734852,0.0920222,0.152088,0.1983161,0.2028614,-0.07746521,3.302923,1.880752,1.691896,1.743122,1.888674,2.073113,2.121266,2.106187,2.143475,2.105732,0.3086511,0.3513665,0.4043559,0.4835383,0.5038695,0.2997587,0.2688337,0.2786181,0.3282591,0.2092775,17.82285,16.50979,16.08582,15.9195,15.89729,0.3934087,0.4958991,0.5290471,0.6068175,0.5568787,0.3545864,0.2983194,0.2810379,0.3163538,0.2427598,17.8456,16.5381,16.12971,15.97851,15.96673,17.82285,16.51116,16.08624,15.9195,15.89729,38.50484,158.6338,279.6373,353.3864,392.9092,1,0.9511359,0.9902717,1,1,17.78311,16.49973,16.08582,15.94284,15.92794,0.016526
1237661059574465436,50.3993255494793,41.3996826433238,23.19895,22.80515,21.4769,21.09183,20.77448,23.65273,21.97943,20.93628,20.41374,19.53656,23.79244,22.77025,21.66915,21.15518,20.28363,29.42327,17.73568,16.14564,15.56927,17.81384,0.4330599,43.76994,43.76548,43.76801,15.5538,-9999,9.35816,13.14761,14.72613,4.840261,-9999,14.42323,23.6105,28.86711,7.202884,17.37131,0.478312,0.226717,0.179154,0.0604694,-0.8386238,0.03165092,0.004365901,-0.01395086,0.1195272,-4.801648,-9999,-9999,-9999,-0.8155171,5.087252,-9999,-9999,-9999,0.1085583,-0.1023521,-9999,-9999,-9999,5.83677,-0.1489679,-9999,-9999,-9999,1.927266,0.2822976,-0.009219823,0.06225246,-0.1357392,-0.1363618,0.1010178,0.1033841,0.1237504,0.08218849,-0.1876081,3.022331,2.097429,1.784737,1.171274,1.680135,2.064319,2.118784,2.12015,2.431966,2.154493,1.077111E-05,29.66686,29.67023,29.66683,7.710513,0.4480566,0.9231846,0.9689358,0.9589437,0.9998232,23.36389,17.25144,16.06732,15.63111,17.64838,0.0278147,19.78331,30.70428,30.68628,12.74604,0.249024,0.4780963,0.3937988,0.4268408,0.5482197,23.36387,17.26183,15.65235,15.19119,16.76938,23.36389,17.26153,15.65235,15.19119,17.16199,-0.2459055,15.34471,48.87902,78.35509,57.18261,1,0.02894063,0,0,0.5467777,27.65112,16.87633,15.65235,15.2296,16.10499,0.194466
