ObjectName,RA,DEC,Type,Velocity,Redshift,RedshiftFlag
NGC0553,21.5525,33.405, G      ,5117,0.017068,
2MASSJ01261478+3322415,21.56156,33.37828, G      ,105308,0.351268,SPEC
SDSSJ012441.80+334556.0,21.17417,33.76558, G      ,110321,0.36799,SPEC
SDSSJ012124.48+333250.9,20.35202,33.54748, QSO    ,698740,2.330745,SPEC
2MASSJ01223590+3345490,20.64962,33.76374, G      ,88443,0.295013,SPEC
2MASXJ01255803+3258564,21.49188,32.98244, G      ,47633,0.158887,SPEC
2MASSJ01211520+3301380,20.31312,33.02753, UvS    ,-28,-0.000092,SPEC
CGCG502-047,20.39542,33.60028, G      ,4471,0.014914,
SDSSJ012557.41+333227.5,21.48887,33.54114, UvS    ,170092,0.567366,SPEC
SDSSJ012100.24+331716.0,20.25101,33.28779, G      ,131676,0.439224,SPEC
SDSSJ012101.09+331941.1,20.25457,33.3281, G      ,103041,0.343708,SPEC
SDSSJ012548.80+325531.4,21.45336,32.92539, QSO    ,810085,2.702152,SPEC
SDSSJ012618.42+331011.1,21.57679,33.16977, G      ,193995,0.647098,SPEC
2MASSJ01225733+3347525,20.739,33.79805, UvS    ,84621,0.282266,SPEC
WBL039,20.95321,32.69389, GGroup ,5387,0.01797,
SDSSJ012335.87+334910.6,20.89968,33.82006, XrayS  ,-96,-0.000321,SPEC
SDSSJ012555.66+333408.9,21.48194,33.56916, G      ,110269,0.367819,SPEC
SDSSJ012114.42+330012.2,20.3101,33.00341, G      ,180138,0.600877,SPEC
NGC0513,21.11188,33.79945, G      ,5859,0.019544,
SDSSJ012100.11+330741.3,20.25046,33.12814, *      ,-59,-0.000198,SPEC
SDSSJ012103.47+332553.8,20.26446,33.43162, QSO    ,737123,2.458776,SPEC
2MASXJ01241840+3241595,21.07662,32.69989, G      ,25559,0.085257,SPEC
SDSSJ012240.34+334726.2,20.66809,33.79062, G      ,153951,0.513524,SPEC
NGC0528,21.39,33.67167, G      ,4807,0.016034,
SDSSJ012126.80+333604.4,20.36169,33.60123, *      ,-85,-0.000282,SPEC
SDSSJ012054.23+331341.9,20.22599,33.22831, G      ,131387,0.438261,SPEC
2MASSJ01230496+3349196,20.77071,33.82209, G      ,44286,0.147721,SPEC
SDSSJ012054.76+331928.9,20.22818,33.32471, G      ,131469,0.438532,SPEC
SDSSJ012454.12+334629.4,21.22552,33.77484, G      ,196538,0.65558,SPEC
2MASSJ01224836+3242167,20.70155,32.70491, UvS    ,-73,-0.000242,SPEC
SDSSJ012610.93+330040.8,21.54555,33.01134, QSO    ,242360,0.808426,SPEC
2MASSJ01225753+3241235,20.7398,32.68999, UvS    ,-46,-0.000152,SPEC
SDSSJ012626.53+332005.2,21.61058,33.33479, G      ,212759,0.709687,SPEC
SDSSJ012055.45+332244.6,20.23106,33.37908, *      ,-386,-0.001289,SPEC
SDSSJ012116.37+325705.9,20.31822,32.95166, G      ,203755,0.679653,SPEC
SDSSJ012232.94+324305.2,20.63728,32.71813, QSO    ,969652,3.234411,SPEC
SDSSJ012107.01+330042.6,20.27922,33.01184, *      ,60,0.000199,SPEC
SDSSJ012553.23+333706.6,21.47182,33.61851, G      ,187744,0.626245,SPEC
SDSSJ012055.78+330607.6,20.23277,33.10316, UvS    ,-82,-0.000275,SPEC
2MASSJ01223562+3242230,20.64836,32.70636, G      ,59789,0.199435,SPEC
2MASSJ01214893+3248209,20.45384,32.80602, UvS    ,-28,-0.000095,SPEC
SDSSJ012425.79+334943.7,21.10749,33.82883, QSO    ,686654,2.290432,SPEC
2MASSJ01230609+3240223,20.77526,32.67316, UvS    ,-1,-0.000003,SPEC
SDSSJ012210.45+334551.3,20.54357,33.76425, G      ,211511,0.705524,SPEC
CGCG502-069,20.96667,32.65861, G      ,12212,0.040735,
SDSSJ012105.60+333131.6,20.27337,33.52546, QSO    ,211031,0.703924,SPEC
2MASXJ01214231+3341491,20.42621,33.69708, G      ,62391,0.208113,SPEC
SDSSJ012116.19+333528.7,20.3175,33.59131, QSO    ,765759,2.554296,SPEC
WBL040,21.0814,33.84367, GGroup ,5285,0.01763,
2MASSJ01223791+3241325,20.65782,32.69215, UvS    ,-11,-0.000036,SPEC
SDSSJ012621.80+332828.8,21.59086,33.47468, G      ,187237,0.624554,SPEC
CGCG502-039,20.22125,33.42556, G      ,5468,0.018239,
SDSSJ012620.69+332919.2,21.58622,33.48868, QSO    ,530769,1.770453,SPEC
SDSSJ012110.65+325643.8,20.2944,32.94551, *      ,-79,-0.000263,SPEC
SDSSJ012132.04+325044.3,20.38354,32.84565, G      ,154361,0.514892,SPEC
SDSSJ012633.94+331402.3,21.64145,33.23399, *      ,-141,-0.00047,SPEC
SDSSJ012244.72+324044.9,20.68637,32.67914, *      ,-27,-0.00009,SPEC
SDSSJ012631.63+332214.4,21.63181,33.37068, G      ,176406,0.588427,SPEC
SDSSJ012203.86+334601.7,20.51624,33.7666, UvS    ,568914,1.897691,SPEC
UZC-CG023,21.0375,33.85778, GTrpl  ,5296,0.017666,
SDSSJ012223.16+334820.9,20.59653,33.80582, G      ,134048,0.447137,SPEC
SDSSJ012437.12+335003.5,21.15434,33.83445, XrayS  ,664120,2.215267,SPEC
2MASSJ01252558+3245585,21.35663,32.76623, G      ,90917,0.303267,SPEC
CGCG521-017,21.00625,33.86611, G      ,5145,0.017162,
SDSSJ012055.23+330214.4,20.23015,33.03734, *      ,-112,-0.000373,SPEC
SDSSJ012534.80+324725.7,21.39501,32.79049, *      ,-117,-0.00039,SPEC
SDSSJ012044.47+331118.0,20.18532,33.18835, G      ,131807,0.43966,SPEC
SDSSJ012321.04+323837.6,20.83768,32.64379, *      ,-117,-0.000389,SPEC
2MASXJ01222561+3241511,20.60708,32.6975, G      ,5333,0.017789,
SDSSJ012046.63+330801.5,20.19432,33.13375, *      ,6,0.000019,SPEC
2MASSJ01220470+3346398,20.5196,33.77773, G      ,75703,0.252517,SPEC
2MASXJ01222353+3348541,20.59792,33.81528, G      ,5129,0.017108,
2MASSJ01231557+3238331,20.81494,32.64279, UvS    ,-23,-0.000077,SPEC
SDSSJ012100.88+325849.6,20.25419,32.98002, UvS    ,-61,-0.000202,SPEC
SDSSJ012111.01+333550.9,20.29588,33.59748, G      ,136034,0.45376,SPEC
2MASSJ01243717+3240083,21.15458,32.66894, UvS    ,-86,-0.000288,SPEC
SDSSJ012507.72+324301.2,21.28218,32.717, QSO    ,814957,2.718403,SPEC
2MASSJ01210561+3256464,20.27346,32.94626, UvS    ,-272,-0.000907,SPEC
2MASSJ01205645+3300190,20.23529,33.00523, G      ,75656,0.25236,SPEC
SDSSJ012056.08+333046.3,20.23369,33.51287, G      ,163348,0.54487,SPEC
UGC00937,20.90621,32.63003, G      ,4748,0.015838,
SDSSJ012626.86+330134.9,21.61287,33.02671, UvS    ,169066,0.563943,SPEC
SDSSJ012110.84+333635.1,20.29519,33.60976, G      ,135774,0.452892,SPEC
WHLJ012110.8+333635,20.29519,33.60976, GClstr ,135926,0.4534,SPEC
RMJ012110.8+333635.1,20.2952,33.60976, GClstr ,140588,0.468952,PHOT
2MASXJ01263174+3303588,21.63217,33.06633, G      ,69322,0.231233,SPEC
SDSSJ012131.35+324855.8,20.38064,32.81551, *      ,-6,-0.000021,SPEC
SDSSJ012619.45+325743.9,21.58106,32.9622, QSO    ,2102158,7.012044,SPEC
SDSSJ012246.02+335127.8,20.69177,33.85773, G      ,155282,0.517964,SPEC
2MASSJ01211411+3253006,20.30893,32.88385, UvS    ,-84,-0.000279,SPEC
2MASSJ01233774+3353138,20.90725,33.88711, G      ,75549,0.252005,SPEC
SDSSJ012123.87+334026.8,20.34946,33.67413, G      ,211645,0.70597,SPEC
SDSSJ012456.20+334944.5,21.23419,33.82905, G      ,106324,0.35466,SPEC
SDSSJ012104.96+333510.4,20.27069,33.58623, G      ,145350,0.484835,SPEC
B20117+33,20.17021,33.36067, RadioS ,94274,0.314463,SPEC
SDSSJ012106.51+325507.1,20.27713,32.91864, G      ,135287,0.45127,SPEC
SDSSJ012248.25+335156.1,20.70107,33.86565, UvS    ,730193,2.435661,SPEC
SDSSJ012037.43+331446.8,20.156,33.24636, G      ,135451,0.451817,SPEC
SDSSJ012050.05+330138.5,20.20742,33.02712, UvS    ,-26,-0.000088,SPEC
SDSSJ012100.31+325641.4,20.25132,32.94484, G      ,129549,0.432128,SPEC
SDSSJ012617.34+325547.0,21.57227,32.92972, *      ,43,0.000142,SPEC
SDSSJ012558.76+334031.9,21.49485,33.67553, QSO    ,1064107,3.549479,SPEC
SDSSJ012609.27+333753.9,21.53864,33.63166, G      ,103953,0.346749,SPEC
IC1673,20.19312,33.04493, G      ,5090,0.016978,
SDSSJ012148.69+334607.8,20.4529,33.76884, G      ,127931,0.426732,SPEC
SDSSJ012303.10+323736.1,20.76286,32.62691, UvS    ,224664,0.749399,SPEC
SDSSJ012434.58+323830.5,21.14409,32.64181, *      ,-90,-0.000299,SPEC
SDSSJ012340.75+335358.7,20.91997,33.89946, XrayS  ,619811,2.067466,SPEC
2MASSJ01250631+3241163,21.27615,32.68789, G      ,87920,0.29327,SPEC
3C041,21.68495,33.21978, G      ,238335,0.795,
SDSSJ012043.08+330338.1,20.17951,33.06059, G      ,163933,0.546823,SPEC
2MASSJ01243509+3352293,21.14604,33.87473, G      ,89293,0.297848,SPEC
SDSSJ012159.61+324238.9,20.49838,32.71083, G      ,179532,0.598854,SPEC
2MASSJ01244335+3238488,21.18065,32.64697, *      ,-68,-0.000227,SPEC
SDSSJ012534.53+324431.2,21.3939,32.742, G      ,149161,0.497548,SPEC
SDSSJ012208.60+324114.7,20.53587,32.68743, G      ,179383,0.598358,SPEC
SDSSJ012039.72+332607.3,20.16551,33.43538, G      ,64892,0.216456,SPEC
SDSSJ012514.64+324136.2,21.31103,32.69341, G      ,187111,0.624136,SPEC
2MASSJ01231759+3236274,20.82309,32.60759, UvS    ,-112,-0.000375,SPEC
SDSSJ012558.80+334148.2,21.49504,33.69674, G      ,149104,0.497357,SPEC
2MASXJ01213037+3343521,20.37642,33.73117, G      ,36807,0.122776,SPEC
NGC0512,20.99917,33.90778, G      ,4857,0.016201,
SDSSJ012134.34+324602.8,20.39309,32.76747, G      ,198685,0.662741,SPEC
2MASXJ01203241+3320082,20.13508,33.33564, G      ,63177,0.210736,SPEC
WHLJ012032.4+332008,20.13507,33.33556, GClstr ,62956,0.21,SPEC
SDSSJ012236.13+323813.1,20.65057,32.637, *      ,-69,-0.000229,SPEC
SDSSJ012346.74+335451.6,20.94477,33.91436, G      ,88765,0.296088,SPEC
SDSSJ012449.19+335213.5,21.205,33.87043, G      ,196292,0.654761,SPEC
2MASSJ01254234+3245130,21.42639,32.75368, G      ,83063,0.277067,SPEC
WHLJ012542.3+324513,21.42639,32.75367, GClstr ,82083,0.2738,SPEC
2MASSJ01243939+3237426,21.16399,32.62845, G      ,76031,0.253612,SPEC
SDSSJ012035.49+330606.4,20.1479,33.10178, G      ,154252,0.514529,SPEC
2MASSJ01232954+3235389,20.87303,32.59458, UvS    ,-41,-0.000137,SPEC
SDSSJ012650.79+331136.3,21.71166,33.19342, G      ,151852,0.506524,SPEC
SDSSJ012127.85+334439.7,20.36604,33.74437, G      ,127652,0.425801,SPEC
MCG+05-04-050,21.05037,32.59386, G      ,11987,0.039984,
SDSSJ012259.05+335445.5,20.74604,33.91266, G      ,124345,0.414771,SPEC
2MASSJ01220319+3240310,20.5133,32.67556, UvS    ,-88,-0.000293,SPEC
SDSSJ012650.86+330946.5,21.71196,33.16293, G      ,152033,0.507126,SPEC
SDSSJ012139.62+334704.3,20.41512,33.78453, G      ,173978,0.580328,SPEC
SDSSJ012444.57+323714.3,21.18571,32.62065, *      ,-12,-0.000041,SPEC
SDSSJ012429.65+323611.1,21.12356,32.6031, *      ,-183,-0.00061,SPEC
SDSSJ012118.58+324740.1,20.32745,32.79448, *      ,-80,-0.000267,SPEC
SDSSJ012031.78+332525.5,20.13243,33.42377, G      ,221098,0.737505,SPEC
2MASSJ01205461+3254125,20.22778,32.90352, UvS    ,-183,-0.000611,SPEC
SDSSJ012354.10+323451.3,20.97544,32.58094, *      ,-82,-0.000274,SPEC
2MASSJ01204348+3258230,20.18113,32.97301, *      ,9,0.00003,SPEC
2MASSJ01242228+3235371,21.09287,32.5937, *      ,62,0.000207,SPEC
SDSSJ012043.96+333311.6,20.18321,33.55324, *      ,49,0.000162,SPEC
SDSSJ012041.55+325852.8,20.17316,32.98136, G      ,140542,0.468798,SPEC
SDSSJ012332.00+323427.4,20.88335,32.5743, G      ,221587,0.739135,SPEC
2MASXJ01202451+3318492,20.10208,33.31361, G      ,62718,0.209206,SPEC
2MASSJ01255400+3245185,21.47491,32.75512, G      ,81070,0.270422,SPEC
SDSSJ012238.32+335432.5,20.65969,33.90905, G      ,88513,0.295247,SPEC
2MASSJ01264713+3302311,21.69637,33.04198, G      ,76020,0.253576,SPEC
WHLJ012647.1+330231,21.69637,33.04198, GClstr ,76027,0.2536,SPEC
SDSSJ012241.82+323555.9,20.67428,32.59888, QSO    ,1937137,6.461593,SPEC
2MASXJ01231195+3234253,20.79992,32.57367, G      ,36494,0.121732,SPEC
SDSSJ012152.98+335014.0,20.47075,33.83724, QSO    ,828978,2.765171,SPEC
SDSSJ012024.76+330834.2,20.10318,33.14284, QSO    ,878356,2.929881,SPEC
SDSSJ012657.16+331852.7,21.73905,33.31471, UvS    ,151199,0.504345,SPEC
SDSSJ012436.04+335511.1,21.1502,33.91975, G      ,153948,0.513514,SPEC
SDSSJ012136.11+324256.6,20.40044,32.71565, UvS    ,-110,-0.000366,SPEC
SDSSJ012235.26+323558.2,20.64817,32.59912, UvS    ,54303,0.181136,SPEC
SDSSJ012259.15+335609.4,20.74648,33.93594, QSO    ,719303,2.399336,SPEC
SDSSJ012523.93+335058.5,21.34973,33.84961, G      ,196417,0.655176,SPEC
SDSSJ012159.44+335126.8,20.49768,33.85746, *      ,-106,-0.000353,SPEC
2MASSJ01235405+3233405,20.97525,32.56126, *      ,31,0.000104,SPEC
SDSSJ012650.97+332805.3,21.7124,33.46815, QSO    ,794958,2.651693,SPEC
SDSSJ012632.41+333647.2,21.63505,33.61313, QSO    ,829171,2.765816,SPEC
SDSSJ012557.18+334558.6,21.48828,33.76628, G      ,154128,0.514116,SPEC
SDSSJ012021.83+332213.4,20.09098,33.37041, G      ,130597,0.435626,SPEC
2MASXJ01223002+3354432,20.62517,33.91206, G      ,44279,0.1477,SPEC
SDSSJ012121.45+334553.4,20.33938,33.76485, QSO    ,729307,2.432706,SPEC
GALEXASCJ012037.86+333326.7,20.1575,33.55722, G      ,5334,0.017792,
SDSSJ012028.87+330207.4,20.1203,33.0354, G      ,164182,0.547652,SPEC
SDSSJ012237.87+335532.4,20.65783,33.92567, G      ,88457,0.295061,SPEC
2MASSJ01222469+3354338,20.60297,33.90935, G      ,88582,0.295477,SPEC
SDSSJ012359.57+323319.4,20.99802,32.55511, UvS    ,-179,-0.000597,SPEC
2MASXJ01235927+3233121,20.99708,32.55339, G      ,63412,0.211521,SPEC
SDSSJ012552.58+334733.9,21.46911,33.79276, G      ,180427,0.60184,SPEC
SDSSJ012437.96+335607.0,21.15818,33.9353, G      ,156585,0.522311,SPEC
2MASSJ01201883+3308217,20.07842,33.13943, G      ,89141,0.297342,SPEC
2MASSJ01213714+3349310,20.4048,33.82535, G      ,46361,0.154642,SPEC
SDSSJ012119.96+324413.2,20.33319,32.73701, QSO    ,345383,1.152075,SPEC
WHLJ012016.2+332044,20.06769,33.34559, GClstr ,102049,0.3404,SPEC
2MASSJ01201621+3320443,20.06768,33.34559, G      ,102014,0.340282,SPEC
SDSSJ012229.12+335538.6,20.62133,33.92741, G      ,124195,0.414271,SPEC
RMJ012016.2+332044.1,20.06769,33.34559, GClstr ,94205,0.314233,PHOT
SDSSJ012202.17+335310.6,20.50908,33.88631, G      ,174538,0.582196,SPEC
SDSSJ012246.29+335655.3,20.69289,33.94871, G      ,122723,0.40936,SPEC
SDSSJ012030.12+325850.4,20.12543,32.98079, UvS    ,-54,-0.00018,SPEC
SDSSJ012459.18+335507.7,21.24661,33.91881, QSO    ,772221,2.57585,SPEC
SDSSJ012410.58+335757.8,21.04412,33.96607, G      ,91817,0.306269,SPEC
SDSSJ012218.75+335500.0,20.57816,33.91669, G      ,89173,0.297448,SPEC
SDSSJ012015.28+331014.1,20.06367,33.1706, G      ,163920,0.546778,SPEC
SDSSJ012701.82+330647.7,21.7576,33.11325, G      ,157730,0.52613,SPEC
SDSSJ012453.77+335538.2,21.22405,33.92729, G      ,125381,0.418225,SPEC
SDSSJ012235.04+335620.0,20.646,33.9389, G      ,124410,0.414986,SPEC
SDSSJ012037.34+333537.3,20.1556,33.5937, G      ,163008,0.543736,SPEC
2MASSJ01205494+3249289,20.22898,32.82487, UvS    ,-42,-0.000139,SPEC
SDSSJ012653.24+330014.0,21.72184,33.00391, QSO    ,802700,2.677518,SPEC
SDSSJ012336.95+335848.0,20.90399,33.98001, G      ,175605,0.585755,SPEC
SDSSJ012043.54+333845.3,20.18144,33.64592, G      ,144853,0.483176,SPEC
SDSSJ012055.02+324846.3,20.22922,32.81299, UvS    ,226311,0.754892,SPEC
SDSSJ012619.92+324729.5,21.58301,32.79154, G      ,194945,0.650266,SPEC
2MASSJ01264769+3334354,21.69869,33.57646, G      ,90243,0.301018,SPEC
SDSSJ012653.50+325839.0,21.72295,32.9775, G      ,174314,0.581448,SPEC
SDSSJ012340.69+323130.7,20.91957,32.5252, G      ,210527,0.702241,SPEC
SDSSJ012617.25+324626.2,21.57191,32.77396, G      ,149149,0.497507,SPEC
2MASXJ01254842+3240414,21.45179,32.67808, G      ,82673,0.275766,SPEC
SDSSJ012606.39+334656.5,21.52664,33.78238, G      ,170037,0.567182,SPEC
WHLJ012548.4+324041,21.45176,32.67801, GClstr ,82683,0.2758,SPEC
SDSSJ012710.05+331512.8,21.79191,33.25358, QSO    ,503671,1.680066,SPEC
SDSSJ012309.78+335853.1,20.79078,33.98143, *      ,-230,-0.000766,SPEC
SDSSJ012047.86+325005.0,20.19945,32.83475, *      ,-21,-0.000071,SPEC
SDSSJ012209.31+335509.3,20.5388,33.91926, G      ,128025,0.427045,SPEC
CGCG521-011,20.70292,33.96833, G      ,5505,0.018363,
SDSSJ012447.95+335704.6,21.19982,33.9513, G      ,156537,0.522152,SPEC
2MASSJ01265216+3257101,21.71738,32.95287, G      ,64962,0.21669,SPEC
WHLJ012652.2+325710,21.71737,32.95287, GClstr ,64965,0.2167,SPEC
SDSSJ012010.41+330924.0,20.04339,33.15669, G      ,218736,0.729626,SPEC
SDSSJ012149.49+335309.5,20.45624,33.88599, QSO    ,932236,3.109604,SPEC
WHLJ012233.8+335725,20.6408,33.95699, GClstr ,86850,0.2897,SPEC
RMJ012233.8+335725.2,20.6408,33.95699, GClstr ,84457,0.281717,PHOT
2MASSJ01265946+3300190,21.74773,33.00536, G      ,64697,0.215807,SPEC
SDSSJ012023.03+325846.7,20.09599,32.97966, G      ,121465,0.405165,SPEC
SDSSJ012222.96+335649.0,20.59567,33.94695, G      ,124074,0.413866,SPEC
SDSSJ012419.37+323138.4,21.08073,32.52734, QSO    ,658984,2.198134,SPEC
SDSSJ012204.55+323535.5,20.51896,32.59322, *      ,-8,-0.000026,SPEC
SDSSJ012058.95+334439.5,20.24566,33.74431, G      ,84964,0.283409,SPEC
SDSSJ012230.70+335731.2,20.62792,33.95869, G      ,124786,0.416242,SPEC
WHLJ012230.7+335731,20.62792,33.95869, GClstr ,124894,0.4166,SPEC
SDSSJ012008.17+332121.2,20.03406,33.35591, G      ,102084,0.340514,SPEC
SDSSJ012423.42+323139.7,21.09761,32.52771, *      ,-167,-0.000558,SPEC
SDSSJ012446.49+335749.1,21.19374,33.96366, G      ,129798,0.432959,SPEC
IC1669,20.0285,33.18475, G      ,5717,0.01907,
2MASXJ01202417+3333572,20.10083,33.56583, G      ,59917,0.199862,SPEC
WHLJ012014.4+332839,20.05995,33.47738, GClstr ,106067,0.3538,PHOT
RMJ012014.4+332838.6,20.05995,33.47738, GClstr ,108424,0.361662,PHOT
2MASSJ01213872+3238172,20.41136,32.63814, UvS    ,-29,-0.000098,SPEC
SDSSJ012134.84+323849.3,20.39509,32.64712, UvS    ,-244,-0.000814,SPEC
SDSSJ012012.81+332814.2,20.05338,33.47062, G      ,131098,0.437297,SPEC
SDSSJ012710.97+330541.8,21.79574,33.09496, G      ,169798,0.566385,SPEC
SDSSJ012119.84+335001.8,20.3327,33.83384, G      ,162822,0.543114,SPEC
SDSSJ012709.92+332647.2,21.79135,33.44646, G      ,201596,0.672451,SPEC
SDSSJ012248.53+335927.0,20.70222,33.99085, G      ,123087,0.410573,SPEC
SDSSJ012003.69+331115.2,20.0154,33.18758, G      ,101869,0.339798,SPEC
2MASSJ01251015+3234009,21.29233,32.56692, G      ,76791,0.256147,SPEC
SDSSJ012004.06+330852.0,20.01694,33.14779, *      ,-123,-0.000409,SPEC
UGC00862,20.05447,33.50637, G      ,5190,0.017312,
KUG0121+337A,21.02582,34.01265, G      ,6673,0.022259,
SDSSJ012534.96+323631.2,21.3957,32.60868, QSO    ,995168,3.319523,SPEC
2MASSJ01200461+3307229,20.01932,33.12321, UvS    ,-123,-0.000411,SPEC
SDSSJ012226.72+335833.0,20.61136,33.97585, G      ,125706,0.41931,SPEC
SDSSJ012241.95+335934.2,20.67483,33.99286, G      ,85245,0.284347,SPEC
SDSSJ012147.99+323600.7,20.45,32.60021, QSO    ,814252,2.716053,SPEC
2MASXiJ0120213+325601,20.08933,32.93386, IrS    ,55526,0.185214,SPEC
SDSSJ012025.49+325410.7,20.10622,32.903, *      ,-69,-0.000229,SPEC
SDSSJ012713.09+330432.2,21.80456,33.07563, G      ,61783,0.206085,SPEC
SDSSJ012618.47+324341.9,21.577,32.72833, G      ,139309,0.464685,SPEC
SDSSJ012619.94+334659.3,21.58309,33.78314, G      ,187698,0.626092,SPEC
SDSSJ012045.16+324712.9,20.18818,32.78694, G      ,180288,0.601377,SPEC
SDSSJ012654.43+325335.5,21.72682,32.89321, G      ,196724,0.6562,SPEC
2MASSJ01242728+3230128,21.11368,32.50358, *      ,-67,-0.000225,SPEC
SDSSJ012413.07+340105.8,21.05449,34.01829, G      ,129798,0.43296,SPEC
SDSSJ012516.35+323337.9,21.31815,32.56054, G      ,148864,0.496558,SPEC
SDSSJ012001.47+332349.4,20.00614,33.39706, G      ,154420,0.515091,SPEC
SDSSJ012232.88+323108.2,20.63704,32.51895, QSO    ,797164,2.659054,SPEC
SDSSJ012614.46+334847.1,21.56025,33.81308, G      ,140275,0.467908,SPEC
SDSSJ012137.50+323636.9,20.40625,32.61025, *      ,-220,-0.000735,SPEC
SDSSJ012232.02+323104.4,20.63368,32.51796, UvS    ,38,0.000128,SPEC
2MASSJ01223268+3231013,20.6361,32.51709, *      ,28,0.000092,SPEC
SDSSJ012644.50+334131.5,21.68545,33.69209, G      ,149350,0.498178,SPEC
UGC00901,20.40583,32.60583, G      ,4745,0.015828,
2MASSJ01222381+3231270,20.5992,32.52417, UvS    ,-223,-0.000743,SPEC
SDSSJ011957.96+332112.2,19.9915,33.35341, G      ,163798,0.54637,SPEC
SDSSJ011956.32+331453.2,19.98471,33.24813, G      ,163354,0.544891,SPEC
SDSSJ012105.29+324138.5,20.27232,32.69448, UvS    ,152572,0.508926,SPEC
2MASSJ01230974+3229008,20.79113,32.48349, UvS    ,-54,-0.000179,SPEC
SDSSJ012255.80+322927.4,20.73253,32.49097, *      ,-122,-0.000406,SPEC
SDSSJ012225.08+335942.9,20.60451,33.99527, G      ,126247,0.421115,SPEC
2MASXJ01215718+3233333,20.48821,32.55931, G      ,83102,0.2772,SPEC
SDSSJ012225.73+335948.2,20.60721,33.99672, G      ,190556,0.635626,SPEC
SDSSJ012128.42+323714.4,20.36842,32.62069, G      ,120823,0.403022,SPEC
SDSSJ012158.31+335725.2,20.49299,33.95703, G      ,125552,0.418796,SPEC
SDSSJ012055.35+334740.7,20.23063,33.79466, G      ,138052,0.460493,SPEC
2MASXJ01211478+3351370,20.31158,33.86039, G      ,38346,0.127907,SPEC
SDSSJ012003.49+330155.8,20.01458,33.03217, G      ,138805,0.463005,SPEC
2MASSJ01244200+3229560,21.17493,32.49877, UvS    ,12,0.000041,SPEC
SDSSJ012029.93+324942.8,20.12472,32.82857, G      ,203270,0.678035,SPEC
2MASSJ01261936+3349088,21.58076,33.81917, G      ,139362,0.464861,SPEC
SDSSJ012309.58+340220.7,20.78939,34.03909, UvS    ,-171,-0.000569,SPEC
SDSSJ012650.84+324949.4,21.71185,32.83042, G      ,88028,0.293629,SPEC
WHLJ012650.8+324949,21.71185,32.83041, GClstr ,88019,0.2936,SPEC
2MASSJ01230244+3228330,20.76022,32.47578, UvS    ,-39,-0.000129,SPEC
SDSSJ011954.74+330854.3,19.97811,33.14843, G      ,154494,0.515336,SPEC
WHLJ012701.0+333748,21.7541,33.63008, GClstr ,89848,0.2997,SPEC
RMJ012701.0+333748.3,21.7541,33.63009, GClstr ,84263,0.28107,PHOT
IRASF01227+3341,21.3851,33.94631, G      ,8394,0.028,
SDSSJ012719.45+330259.9,21.83108,33.04999, G      ,174054,0.58058,SPEC
SDSSJ012003.83+330025.8,20.016,33.00717, *      ,60,0.000201,SPEC
2MASSJ01221938+3359584,20.58079,33.99959, G      ,84906,0.283216,SPEC
SDSSJ012228.22+323008.2,20.61789,32.50235, UvS    ,-323,-0.001079,SPEC
2MASSJ01241367+3402300,21.05691,34.04168, G      ,88813,0.296249,SPEC
SDSSJ012135.33+323528.2,20.39725,32.59119, *      ,-91,-0.000302,SPEC
2MASSJ01205602+3242079,20.23324,32.70217, UvS    ,-87,-0.00029,SPEC
WHLJ012015.8+325355,20.066,32.89862, GClstr ,88199,0.2942,SPEC
2MASSJ01201585+3253548,20.06599,32.89862, G      ,88183,0.294147,SPEC
SDSSJ012728.86+331407.8,21.87029,33.23551, *      ,2,0.000006,SPEC
2MASSJ01195356+3308109,19.97294,33.13622, *      ,-56,-0.000188,SPEC
SDSSJ012512.71+335912.6,21.30297,33.98686, G      ,156926,0.52345,SPEC
2MASSJ01252168+3358210,21.34059,33.97257, G      ,91657,0.305735,SPEC
SDSSJ012208.96+323117.1,20.53737,32.52142, *      ,-101,-0.000337,SPEC
2MASXJ01260991+3351513,21.54129,33.86428, G      ,75674,0.25242,SPEC
SDSSJ012616.81+335035.7,21.57007,33.84325, G      ,180150,0.600916,SPEC
WHLJ012616.8+335036,21.57007,33.84325, GClstr ,180115,0.6008,SPEC
SDSSJ012717.99+333051.5,21.82498,33.51433, *      ,-31,-0.000104,SPEC
SDSSJ012204.04+323141.1,20.51686,32.5281, G      ,44389,0.148065,SPEC
SDSSJ011949.76+331616.3,19.95737,33.27122, G      ,220917,0.7369,SPEC
SDSSJ012455.54+322956.0,21.2317,32.49885, UvS    ,-230,-0.000768,SPEC
RMJ012528.9+335749.5,21.37028,33.96375, GClstr ,153756,0.512875,PHOT
WHLJ012528.9+335749,21.37028,33.96375, GClstr ,156342,0.5215,SPEC
SDSSJ012108.43+323909.8,20.2856,32.65281, UvS    ,-113,-0.000376,SPEC
2MASSJ01214086+3234102,20.41979,32.56943, UvS    ,17102,0.057046,SPEC
SDSSJ012043.07+334627.1,20.17948,33.77421, G      ,145332,0.484775,SPEC
2MASSJ01201475+3253271,20.06173,32.89107, UvS    ,-33,-0.000111,SPEC
2MASSJ01251626+3231277,21.31768,32.52439, *      ,-53,-0.000178,SPEC
SDSSJ011949.31+331917.3,19.95548,33.32149, G      ,163554,0.545557,SPEC
SDSSJ012653.07+324848.1,21.72114,32.81338, G      ,110923,0.369999,SPEC
