ObjectName,RA,DEC
SDSSJ012423.42+323139.7,21.09761,32.52771
SDSSJ012446.49+335749.1,21.19374,33.96366
IC1669,20.0285,33.18475
2MASXJ01202417+3333572,20.10083,33.56583
WHLJ012014.4+332839,20.05995,33.47738
RMJ012014.4+332838.6,20.05995,33.47738
2MASSJ01213872+3238172,20.41136,32.63814
SDSSJ012134.84+323849.3,20.39509,32.64712
SDSSJ012012.81+332814.2,20.05338,33.47062
SDSSJ012710.97+330541.8,21.79574,33.09496
SDSSJ012119.84+335001.8,20.3327,33.83384
SDSSJ012709.92+332647.2,21.79135,33.44646
SDSSJ012248.53+335927.0,20.70222,33.99085
SDSSJ012003.69+331115.2,20.0154,33.18758
2MASSJ01251015+3234009,21.29233,32.56692
SDSSJ012004.06+330852.0,20.01694,33.14779
UGC00862,20.05447,33.50637
KUG0121+337A,21.02582,34.01265
SDSSJ012534.96+323631.2,21.3957,32.60868
2MASSJ01200461+3307229,20.01932,33.12321
SDSSJ012226.72+335833.0,20.61136,33.97585
SDSSJ012241.95+335934.2,20.67483,33.99286
SDSSJ012147.99+323600.7,20.45,32.60021
2MASXiJ0120213+325601,20.08933,32.93386
SDSSJ012025.49+325410.7,20.10622,32.903
SDSSJ012713.09+330432.2,21.80456,33.07563
SDSSJ012618.47+324341.9,21.577,32.72833
SDSSJ012619.94+334659.3,21.58309,33.78314
SDSSJ012045.16+324712.9,20.18818,32.78694
SDSSJ012654.43+325335.5,21.72682,32.89321
2MASSJ01242728+3230128,21.11368,32.50358
SDSSJ012413.07+340105.8,21.05449,34.01829
SDSSJ012516.35+323337.9,21.31815,32.56054
SDSSJ012001.47+332349.4,20.00614,33.39706
SDSSJ012232.88+323108.2,20.63704,32.51895
SDSSJ012614.46+334847.1,21.56025,33.81308
SDSSJ012137.50+323636.9,20.40625,32.61025
SDSSJ012232.02+323104.4,20.63368,32.51796
2MASSJ01223268+3231013,20.6361,32.51709
SDSSJ012644.50+334131.5,21.68545,33.69209
UGC00901,20.40583,32.60583
2MASSJ01222381+3231270,20.5992,32.52417
SDSSJ011957.96+332112.2,19.9915,33.35341
SDSSJ011956.32+331453.2,19.98471,33.24813
SDSSJ012105.29+324138.5,20.27232,32.69448
2MASSJ01230974+3229008,20.79113,32.48349
SDSSJ012255.80+322927.4,20.73253,32.49097
SDSSJ012225.08+335942.9,20.60451,33.99527
2MASXJ01215718+3233333,20.48821,32.55931
SDSSJ012225.73+335948.2,20.60721,33.99672
SDSSJ012128.42+323714.4,20.36842,32.62069
SDSSJ012158.31+335725.2,20.49299,33.95703
SDSSJ012055.35+334740.7,20.23063,33.79466
2MASXJ01211478+3351370,20.31158,33.86039
SDSSJ012003.49+330155.8,20.01458,33.03217
2MASSJ01244200+3229560,21.17493,32.49877
SDSSJ012029.93+324942.8,20.12472,32.82857
2MASSJ01261936+3349088,21.58076,33.81917
SDSSJ012309.58+340220.7,20.78939,34.03909
SDSSJ012650.84+324949.4,21.71185,32.83042
WHLJ012650.8+324949,21.71185,32.83041
2MASSJ01230244+3228330,20.76022,32.47578
SDSSJ011954.74+330854.3,19.97811,33.14843
WHLJ012701.0+333748,21.7541,33.63008
RMJ012701.0+333748.3,21.7541,33.63009
IRASF01227+3341,21.3851,33.94631
SDSSJ012719.45+330259.9,21.83108,33.04999
SDSSJ012003.83+330025.8,20.016,33.00717
2MASSJ01221938+3359584,20.58079,33.99959
SDSSJ012228.22+323008.2,20.61789,32.50235
2MASSJ01241367+3402300,21.05691,34.04168
SDSSJ012135.33+323528.2,20.39725,32.59119
2MASSJ01205602+3242079,20.23324,32.70217
WHLJ012015.8+325355,20.066,32.89862
2MASSJ01201585+3253548,20.06599,32.89862
SDSSJ012728.86+331407.8,21.87029,33.23551
2MASSJ01195356+3308109,19.97294,33.13622
SDSSJ012512.71+335912.6,21.30297,33.98686
2MASSJ01252168+3358210,21.34059,33.97257
SDSSJ012208.96+323117.1,20.53737,32.52142
2MASXJ01260991+3351513,21.54129,33.86428
SDSSJ012616.81+335035.7,21.57007,33.84325
WHLJ012616.8+335036,21.57007,33.84325
SDSSJ012717.99+333051.5,21.82498,33.51433
SDSSJ012204.04+323141.1,20.51686,32.5281
SDSSJ011949.76+331616.3,19.95737,33.27122
SDSSJ012455.54+322956.0,21.2317,32.49885
RMJ012528.9+335749.5,21.37028,33.96375
WHLJ012528.9+335749,21.37028,33.96375
SDSSJ012108.43+323909.8,20.2856,32.65281
2MASSJ01214086+3234102,20.41979,32.56943
SDSSJ012043.07+334627.1,20.17948,33.77421
2MASSJ01201475+3253271,20.06173,32.89107
2MASSJ01251626+3231277,21.31768,32.52439
SDSSJ011949.31+331917.3,19.95548,33.32149
SDSSJ012653.07+324848.1,21.72114,32.81338
2MASSJ01240778+3227172,21.03244,32.45481
2MASSJ01242155+3227427,21.08984,32.46183
SDSSJ012006.87+325625.3,20.02866,32.94039
SDSSJ011959.73+333045.3,19.99888,33.51259
SDSSJ012647.81+334354.8,21.69921,33.73189
SDSSJ012009.72+325504.0,20.04052,32.91781
SDSSJ012533.51+335743.1,21.38963,33.96199
SDSSJ012720.49+330025.0,21.83541,33.00695
2MASSJ01195588+3302018,19.98297,33.03382
GALEXJ012706.39+325248.0,21.77653,32.88009
SDSSJ012728.38+330537.0,21.86827,33.09362
SDSSJ012246.34+340259.0,20.69272,34.04974
SDSSJ012255.40+340323.4,20.73086,34.05651
2MASSJ01215173+3232010,20.46559,32.5337
2MASSJ01270631+3338379,21.77632,33.6439
SDSSJ012056.87+335038.0,20.237,33.84389
SDSSJ012301.97+322701.1,20.75794,32.45078
SDSSJ012505.89+322949.4,21.27457,32.49706
2MASSJ01262370+3350308,21.59887,33.84201
SDSSJ012042.49+324327.6,20.17705,32.72435
2MASSJ01212103+3235571,20.33765,32.5992
WHLJ012121.0+323557,20.33765,32.5992
SDSSJ012501.90+322926.3,21.25795,32.4906
SDSSJ012723.49+333033.1,21.84788,33.50921
SDSSJ012532.65+323219.4,21.38607,32.53873
SDSSJ011946.27+331016.3,19.9428,33.17121
2MASXJ01204408+3348062,20.18371,33.80175
2MFGC01042,20.62167,34.04
SDSSJ012721.82+325850.2,21.84094,32.98063
SDSSJ012203.78+323020.7,20.51578,32.50577
SDSSJ012246.08+322720.2,20.69213,32.4556
SDSSJ012552.58+335616.5,21.46912,33.93793
SDSSJ012134.88+335719.8,20.39535,33.95551
SDSSJ012629.42+334954.6,21.62261,33.83185
WHLJ012629.4+334955,21.62261,33.83185
SDSSJ012443.06+340300.2,21.17943,34.05007
2MASXJ01253361+3231505,21.39013,32.53069
SDSSJ011955.99+325851.9,19.9833,32.98109
SDSSJ012057.78+335158.1,20.24075,33.86616
SDSSJ012036.04+334711.3,20.15018,33.78667
SDSSJ011948.78+332755.8,19.95326,33.46551
SDSSJ012031.05+324500.9,20.12941,32.75025
SDSSJ012454.48+322755.9,21.22704,32.46555
SDSSJ012254.04+322619.4,20.7252,32.43873
SDSSJ011949.91+330145.4,19.95797,33.02931
SDSSJ012033.49+324403.6,20.13919,32.73446
SDSSJ012502.02+322818.2,21.25845,32.47174
SDSSJ012352.57+322518.6,20.96906,32.42184
SDSSJ012531.80+323057.2,21.38252,32.51591
SDSSJ012702.22+334249.8,21.75929,33.71386
SDSSJ012222.67+340308.1,20.59448,34.05228
ARP158:[BLD2011a]C2,21.32013,34.02698
2MASSJ01274126+3317194,21.92195,33.28862
SDSSJ012718.87+333654.9,21.82866,33.61527
UGC00878,20.2625,33.89861
2MASSJ01241793+3225253,21.07467,32.42359
SDSSJ012442.84+340411.9,21.17899,34.07051
SDSSJ012140.07+323126.0,20.41697,32.5239
SDSSJ012541.76+335912.8,21.42404,33.98691
NGC0523,21.33639,34.02496
CGCG502-031,19.97648,32.9485
SDSSJ011938.31+331050.3,19.90965,33.18066
SDSSJ011949.11+325953.9,19.95466,32.99833
SDSSJ012045.11+324015.6,20.188,32.67103
ARP158:[BLD2011a]C5,21.35685,34.01864
NGC0523NED02,21.34306,34.02566
WHLJ011940.3+332427,19.91806,33.40758
RMJ011940.3+332427.3,19.91806,33.40758
SDSSJ011940.03+332412.6,19.91681,33.4035
SDSSJ012552.54+335806.2,21.46893,33.9684
2MASXJ01261176+3235403,21.549,32.59453
2MASSJ01221425+3403043,20.55943,34.05119
SDSSJ012741.15+330754.0,21.92147,33.13168
SDSSJ012733.22+330034.5,21.88843,33.00959
SDSSJ012738.62+330451.5,21.91093,33.081
SDSSJ011935.76+331707.5,19.89902,33.28543
SDSSJ012009.06+324946.0,20.03776,32.82945
SDSSJ011939.94+332525.1,19.91643,33.42364
SDSSJ012308.90+322437.2,20.78711,32.41036
SDSSJ012732.38+325927.2,21.88494,32.9909
SDSSJ012415.05+322440.6,21.06271,32.4113
2MASSJ01215142+3229290,20.46405,32.49122
SDSSJ012610.75+335552.0,21.54482,33.93112
SDSSJ012447.22+340441.1,21.19677,34.07809
SDSSJ011957.95+325343.6,19.99149,32.89547
SDSSJ012212.50+340319.7,20.5521,34.05548
2MASSJ01243815+3225295,21.15889,32.42488
2MASXJ01205296+3237442,20.22062,32.629
SDSSJ012653.02+324341.7,21.72093,32.72826
2MASSJ01252113+3228340,21.33847,32.47575
LEDA169761,20.00708,33.65583
SDSSJ012723.82+333659.8,21.84928,33.61664
SDSSJ012001.20+325153.4,20.00503,32.86485
SDSSJ012235.34+340511.0,20.64726,34.08641
2MASSJ01221373+3226596,20.55731,32.44987
SDSSJ012204.21+322745.7,20.51755,32.46271
SDSSJ012220.09+322627.0,20.58375,32.44084
SDSSJ012025.15+324329.7,20.10483,32.72494
NGC0472,20.11954,32.70903
SDSSJ012109.83+335645.6,20.29097,33.94601
WHLJ012109.8+335646,20.29097,33.94601
SDSSJ011935.06+332401.8,19.89611,33.4005
2MASSJ01270784+3344024,21.7827,33.73404
2MASSJ01224911+3224269,20.70465,32.40753
SDSSJ012617.64+323509.9,21.57351,32.58611
SDSSJ012527.93+340221.0,21.36638,34.03918
SDSSJ012418.57+322349.7,21.07738,32.39716
SDSSJ011944.78+325804.6,19.9366,32.96796
WHLJ011944.8+325805,19.93661,32.96796
2MASSJ01213548+3230075,20.39782,32.50214
SDSSJ012735.76+333259.1,21.89903,33.54975
2MASXJ01262109+3355277,21.58796,33.92444
SDSSJ012739.10+333102.4,21.91294,33.51734
SDSSJ012742.68+332832.9,21.92785,33.47582
SDSSJ012513.71+340401.8,21.30713,34.06719
SDSSJ012332.41+322256.3,20.88507,32.38231
2MASSJ01260958+3357355,21.54008,33.95986
SDSSJ012510.36+322615.1,21.2932,32.43753
SDSSJ012542.26+340132.4,21.42611,34.02569
2MASSJ01221654+3225336,20.56924,32.42654
2MASSJ01222347+3225037,20.59789,32.41774
SDSSJ012318.22+322245.2,20.82595,32.37923
SDSSJ012142.87+322833.8,20.42865,32.47606
SDSSJ012035.88+335145.9,20.14954,33.86276
SDSSJ012240.12+340647.9,20.66717,34.11331
SDSSJ011927.83+332052.5,19.86596,33.34793
SDSSJ012620.27+323427.4,21.58449,32.57429
SDSSJ012000.38+334203.7,20.00158,33.70105
SDSSJ012743.72+330106.2,21.9322,33.0184
WHLJ012743.7+330106,21.9322,33.0184
SDSSJ011955.93+334027.2,19.98305,33.67423
SDSSJ012718.11+334235.9,21.82546,33.70999
2MASSJ01241466+3222491,21.0611,32.38031
SDSSJ012156.90+340353.7,20.4871,34.06493
2MASSJ01274140+3259152,21.92265,32.98748
[HLX2013]J012425.57+322307.7,21.10658,32.38548
SDSSJ011936.86+330000.1,19.90361,33.00004
SDSSJ012358.45+322221.2,20.99358,32.37257
SDSSJ012340.64+340831.3,20.91935,34.14205
SDSSJ012754.11+331705.9,21.97546,33.28498
2MASXJ01250949+3405094,21.28954,34.08589
SDSSJ012033.03+323924.4,20.1375,32.65663
SDSSJ012132.07+322925.0,20.38367,32.4903
SDSSJ011940.23+333333.1,19.91765,33.55921
SDSSJ011927.66+332309.4,19.86528,33.38595
KUG0120+338,20.7575,34.13417
SDSSJ012136.68+322844.6,20.40301,32.47911
SDSSJ011946.87+325351.8,19.94533,32.89772
SDSSJ012657.02+334927.3,21.73762,33.82425
2MASXJ01222002+3224353,20.58342,32.40981
2MASXJ01201261+3346571,20.05258,33.78261
SDSSJ012627.91+335553.9,21.6163,33.93165
SDSSJ012510.84+322519.8,21.2952,32.42217
2MASSJ01274119+3257292,21.92171,32.95833
2MASXJ01253080+3403455,21.37842,34.06261
SDSSJ011959.99+324752.9,19.99997,32.79804
SDSSJ012128.97+322912.1,20.37074,32.48671
SDSSJ011953.84+324951.4,19.97437,32.83095
SDSSJ012228.18+322340.4,20.61713,32.39456
SDSSJ012757.96+331538.8,21.99151,33.26078
SDSSJ012641.68+335349.3,21.6737,33.89703
SDSSJ012643.62+323735.2,21.68177,32.62646
SDSSJ012744.85+333240.7,21.9369,33.54466
WHLJ012744.9+333241,21.9369,33.54466
SDSSJ012529.78+322632.9,21.37412,32.44249
2MASSJ01193510+3258184,19.89654,32.97179
SDSSJ012134.19+322813.6,20.39248,32.47047
WHLJ012134.2+322814,20.39248,32.47047
SDSSJ012735.69+325317.3,21.89875,32.88814
SDSSJ012005.73+324457.1,20.02388,32.74922
2MASSJ01202308+3240072,20.096,32.66874
SDSSJ011925.73+330405.9,19.85722,33.06833
2MASSJ01250661+3224073,21.2773,32.40209
SDSSJ012049.51+323422.8,20.20631,32.57302
SDSSJ012111.45+323042.6,20.29771,32.51185
SDSSJ012003.77+334613.8,20.01573,33.77052
SDSSJ012756.46+332606.1,21.98526,33.43504
SDSSJ012114.72+322955.6,20.31173,32.49931
SDSSJ012616.03+335924.6,21.56683,33.99018
SDSSJ012657.40+335128.9,21.73918,33.85803
SDSSJ011920.56+330746.7,19.83569,33.12965
2MASSJ01223472+3408265,20.6447,34.14078
2MASSJ01205708+3358287,20.23776,33.97472
2MASSJ01214003+3226345,20.41684,32.44306
SDSSJ012011.00+334848.5,20.04585,33.81349
WHLJ011919.1+330841,19.8297,33.14481
SDSSJ012727.46+324802.7,21.86445,32.80077
2MASSJ01191733+3311537,19.8222,33.19822
SDSSJ012429.87+322120.8,21.1245,32.35579
SDSSJ012758.78+330532.0,21.99493,33.09224
SDSSJ012241.25+322141.9,20.6719,32.36165
SDSSJ012751.58+333202.8,21.96492,33.53412
WHLJ012729.5+334246,21.87284,33.71289
2MASXJ01272957+3342458,21.87325,33.71281
SDSSJ011932.23+325618.2,19.88446,32.93829
2MASSJ01191570+3313280,19.81546,33.2245
WHLJ011915.7+331328,19.81546,33.2245
RMJ011915.7+331328.2,19.81546,33.2245
2MASSJ01194279+3340058,19.92837,33.66829
2MASSJ01235597+3410394,20.98328,34.17747
SDSSJ012228.35+340849.5,20.61813,34.1471
SDSSJ012554.30+340321.8,21.47627,34.05607
SDSSJ012125.53+322725.3,20.3564,32.45705
2MASSJ01192791+3333311,19.86626,33.5586
2MASSJ01244981+3221399,21.20757,32.36089
SDSSJ011913.47+331630.9,19.80613,33.27526
SDSSJ011914.95+330856.5,19.81229,33.14904
SDSSJ012144.87+322503.6,20.43697,32.41767
WHLJ012144.9+322504,20.43697,32.41767
SDSSJ012228.46+322131.2,20.6186,32.35867
SDSSJ012225.75+340909.4,20.60732,34.15262
SDSSJ012715.40+324219.8,21.81418,32.70552
SDSSJ012729.86+334420.9,21.87443,33.73917
SDSSJ012624.19+323107.1,21.6008,32.51866
2MASSJ01221965+3221504,20.58191,32.36405
2MASSJ01223441+3220569,20.64335,32.34938
SDSSJ011940.04+334057.7,19.91686,33.68272
SDSSJ011936.23+325158.1,19.90018,32.8661
SDSSJ012751.83+325557.7,21.96599,32.9327
SDSSJ012447.76+340948.6,21.199,34.16351
2MASSJ01271642+3348574,21.81844,33.81595
SDSSJ012249.81+341039.6,20.70716,34.17752
WHLJ012713.2+334952,21.80518,33.83125
SDSSJ012742.62+334004.1,21.92761,33.66783
CGCG502-088,21.99292,32.99139
SDSSJ012403.19+321909.0,21.01354,32.31945
SDSSJ012558.89+340352.5,21.49539,34.06459
SDSSJ012048.08+335908.9,20.20032,33.9861
SDSSJ012741.36+334107.0,21.92234,33.68529
SDSSJ012610.29+340231.8,21.54288,34.04217
SDSSJ012707.14+323906.3,21.77977,32.65176
SDSSJ012339.61+321844.4,20.91463,32.31236
2MASSJ01253678+3224186,21.40312,32.40508
SDSSJ012431.09+321944.5,21.12958,32.32904
NGC0468,19.95208,32.76778
2MASSJ01194906+3245517,19.95449,32.76426
SDSSJ012050.56+323110.5,20.21067,32.5196
SDSSJ012024.68+335457.0,20.10303,33.91526
2MASSJ01231505+3218482,20.81276,32.31345
2MASSJ01210465+3402084,20.26926,34.03488
SDSSJ012757.65+325734.4,21.99021,32.95958
WHLJ012757.7+325734,21.99022,32.95958
RMJ012757.7+325734.5,21.99021,32.95958
SDSSJ012729.65+324511.0,21.87358,32.75307
SDSSJ011934.36+325105.1,19.8932,32.85144
2MASSJ01274912+3338298,21.95497,33.64169
SDSSJ011909.94+330803.4,19.79145,33.1343
SDSSJ012033.25+323401.4,20.13857,32.56706
SDSSJ012807.05+332651.7,22.02938,33.44771
2MASSJ01273105+3345450,21.87957,33.76258
SDSSJ012716.10+335016.3,21.81712,33.83788
2MASSJ01200585+3240110,20.02443,32.66986
2MASXJ01231902+3412152,20.82917,34.20428
SDSSJ012807.92+330449.8,22.03302,33.08051
SDSSJ012040.84+335835.3,20.1702,33.97648
SDSSJ012300.65+321852.4,20.75273,32.31457
2MASSJ01232270+3218232,20.84467,32.30644
2MASSJ01210334+3228367,20.26397,32.47687
2MASSJ01220536+3221457,20.52249,32.3624
SDSSJ012301.18+321839.7,20.75494,32.31103
SDSSJ011910.16+330507.7,19.79235,33.08548
SDSSJ011925.78+333730.3,19.85746,33.6251
SDSSJ012518.46+322132.3,21.32694,32.35899
2MASSJ01251146+3220519,21.29772,32.34778
2MASSJ01242557+3218185,21.10657,32.30508
WHLJ012425.6+321818,21.10657,32.30508
SDSSJ011935.89+324812.4,19.8995,32.80359
SDSSJ012105.17+340329.9,20.27157,34.05832
2MASSJ01201062+3237314,20.04427,32.62563
SDSSJ012810.11+330213.9,22.04216,33.03721
2MASSJ01202045+3355568,20.08525,33.93241
UGC00841,19.79208,33.03056
SDSSJ011938.18+324655.0,19.90978,32.78174
2MASSJ01280918+3330316,22.03825,33.5088
SDSSJ012621.09+322752.7,21.58788,32.46464
2MASSJ01242778+3217546,21.11571,32.29845
SDSSJ011918.30+325513.0,19.82627,32.9203
SDSSJ011902.65+330740.8,19.76106,33.12803
2MASSJ01185959+3316129,19.74841,33.27024
2MASSJ01235806+3216524,20.99227,32.28132
SDSSJ012818.20+332249.9,22.07584,33.38055
SDSSJ012226.97+341159.2,20.61242,34.1998
2MASSJ01191606+3255325,19.81689,32.92581
SDSSJ012316.40+321646.5,20.81837,32.27959
SDSSJ012305.65+341344.6,20.77358,34.22906
SDSSJ011859.04+331905.7,19.74601,33.31827
2MASSJ01193608+3246126,19.90058,32.77022
2MASSJ01202311+3233105,20.09616,32.55305
2MASSJ01220163+3219575,20.50671,32.33269
SDSSJ012807.34+325618.9,22.03059,32.93859
2MASSJ01211819+3406392,20.32582,34.11099
SDSSJ012548.55+322240.2,21.45229,32.37786
SDSSJ011919.07+333850.5,19.82949,33.64737
SDSSJ012348.62+321606.7,20.9526,32.26857
SDSSJ012430.55+341344.1,21.12733,34.22892
SDSSJ012819.35+330518.8,22.08066,33.08858
SDSSJ011859.75+330604.8,19.74898,33.10135
SDSSJ012546.09+322212.9,21.44208,32.37026
SDSSJ011902.43+332840.3,19.76014,33.47787
CGCG521-028,21.75908,33.95544
SDSSJ012550.95+322238.1,21.46225,32.37745
SDSSJ012134.24+340847.8,20.3927,34.14662
SDSSJ012357.05+321558.3,20.98772,32.26622
2MASSJ01185967+3304327,19.74878,33.07581
SDSSJ012622.42+340430.9,21.59342,34.07525
SDSSJ012036.22+322946.8,20.15093,32.49634
SDSSJ012731.09+335039.0,21.87956,33.84419
SDSSJ011854.64+332045.8,19.72768,33.34607
