ObjectName,objID,ra,dec,run,rerun,camcol,field,type,u0,g0,r0,i0,z0,Redshift,RedshiftFlag
UGC02642,1237670960021111167,49.479232367870104,40.9262135500799,5934,301,2,224,GALAXY,16.756970000000003,15.19145,14.479379999999999,14.163379999999998,13.975970000000002,0.020531,
2MASXJ03214217+4205549,1237661056355533977,50.4257847567011,42.098422759833795,3628,301,3,104,GALAXY,17.17246,15.581629999999999,14.843010000000001,14.49816,14.23313,0.018466,SPEC
2MASXJ03232697+4124235,1237661055818924562,50.8623243977083,41.40644807018221,3628,301,2,108,GALAXY,16.578120000000002,14.91435,14.10087,13.755629999999998,13.52844,0.015434,
2MASXJ03224672+4156285,1237661056355598960,50.694593423561,41.94123037525671,3628,301,3,105,GALAXY,18.14423,16.18459,15.576229999999999,15.25496,15.06851,0.02059,SPEC
LCSBS0531P,1237670457511182781,49.7058490978063,40.8275889383988,5817,301,2,243,GALAXY,16.89658,15.23059,14.50588,14.168779999999998,13.91569,0.019778999999999998,SPEC
2MASXJ03162705+4110487,1237670458048118944,49.1126584465539,41.180215933956106,5817,301,3,244,GALAXY,17.018320000000003,15.429789999999999,14.75286,14.41581,14.21176,0.014977,SPEC
2MASXJ03175285+4053504,1237670960021111003,49.4702754916784,40.897244391608,5934,301,2,224,GALAXY,18.23166,16.490679999999998,15.754620000000001,15.411879999999998,15.133479999999999,0.021005000000000003,SPEC
IC0308,1237661121850966452,49.06599142589021,41.18073918031,3643,301,5,61,GALAXY,16.01266,14.09975,13.280070000000002,12.854330000000001,12.6261,0.020988,
2MASXJ03225058+4101397,1237661059574661957,50.710845685495,41.0278399172547,3629,301,1,72,GALAXY,18.28169,16.609170000000002,15.8959,15.549320000000002,15.321829999999999,0.020303,SPEC
UGC02686,1237661083199472526,50.2556036510522,40.7977786843694,3634,301,5,110,GALAXY,16.18814,14.31944,13.488470000000001,13.10121,12.8321,0.020314,
2MASXJ03155331+4119242,1237661121850901466,48.97213353885671,41.323306533449795,3643,301,5,60,GALAXY,18.05631,16.43283,15.649070000000002,15.29235,15.049079999999998,0.019887000000000002,SPEC
2MASXJ03163444+4102506,1237670458048054248,49.143561497049106,41.0474722328389,5817,301,3,243,GALAXY,16.29451,15.009139999999999,14.45038,14.227839999999999,14.052270000000002,0.012822,
2MASXJ03174508+4210522,1237661055818335115,49.437703120115,42.1810083421939,3628,301,2,99,GALAXY,16.86819,15.056479999999999,14.24549,13.83596,13.53744,0.020741,
UGC02664,1237670959484240218,49.875325273685704,40.7422778396187,5934,301,1,224,GALAXY,23.75371,20.4662,19.92362,19.740170000000003,20.07551,0.020237,
UGC02698,1237661083199537710,50.5120808948145,40.8639246271485,3634,301,5,111,GALAXY,15.380339999999999,13.50124,12.59419,12.16095,11.928519999999999,0.021418,
2MASXJ03235754+4131183,1237661060111467225,50.9899069389105,41.5218425723484,3629,301,2,71,GALAXY,17.11659,15.73577,14.96309,14.75125,14.86442,0.017243,SPEC
2MASXJ03155773+4112572,1237661121850966116,48.9905810046475,41.2159730173904,3643,301,5,61,GALAXY,16.47212,15.13577,13.92654,13.51869,13.55817,0.01905,
2MASSJ03220520+4210089,1237661060648075675,50.52266264340201,42.1701699644625,3629,301,3,67,GALAXY,17.15275,15.7351,14.98455,14.698770000000001,14.67141,0.017633000000000003,SPEC
2MASXJ03235662+4138173,1237661060111467604,50.985720568035,41.6383223170086,3629,301,2,71,GALAXY,17.79845,16.05003,15.27563,14.93215,14.71336,0.016936,SPEC
2MASXJ03183055+4215321,1237661060110942827,49.6273957766749,42.2587475035169,3629,301,2,63,GALAXY,18.48124,16.79877,16.0702,15.72055,15.48586,0.030673000000000002,SPEC
2MASSJ03220508+4210263,1237661060648075680,50.520956843882,42.1751383528476,3629,301,3,67,GALAXY,16.05857,14.691720000000002,14.205520000000002,13.902379999999999,13.61149,0.018475,SPEC
2MASXJ03235425+4141504,1237661056355795683,50.976022314475095,41.6974618247202,3628,301,3,108,GALAXY,17.14476,15.565929999999998,14.904979999999998,14.583029999999999,14.385779999999999,0.021475,SPEC
2MASXJ03235094+4116575,1237661055818990638,50.962259806697205,41.282705271954896,3628,301,2,109,GALAXY,17.122339999999998,15.390429999999999,14.62437,14.26015,13.989279999999999,0.016954,SPEC
2MASXJ03163390+4201325,1237661059574006107,49.141642829427205,42.025816165997895,3629,301,1,62,GALAXY,15.998579999999999,15.03851,14.71214,14.56209,14.44108,0.013602000000000001,SPEC
2MASSJ03161106+4106067,1237670458048054300,49.046212843484795,41.1018702965388,5817,301,3,243,GALAXY,18.61883,17.131429999999998,16.39934,16.058329999999998,15.786170000000002,0.029063,SPEC
2MASXJ03170749+4052522,1237661082662338997,49.2812279143478,40.8812178282511,3634,301,4,106,GALAXY,16.65939,15.072479999999999,14.3236,13.989989999999999,13.723289999999999,0.022005,
UGC02616,1237661055281463453,48.9673208211394,41.85769531241161,3628,301,1,99,GALAXY,16.0769,14.41603,13.54804,13.247110000000001,13.2644,0.015634000000000002,
UGC02654,1237661060110942755,49.6794305893482,42.300701598664,3629,301,2,63,GALAXY,15.97206,14.32915,13.40965,13.012739999999999,12.62682,0.019323,
